ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
12	1	bob1.bmp	Image	NonBob	k	['k']	correct	1.185593	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.729441	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.560503	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.443967	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white5.bmp	Image	NonBob	k	['k']	correct	0.464215	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.448779	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.441433	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white4.bmp	Image	NonBob	k	['k']	correct	0.461752	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.414172	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white2.bmp	Image	NonBob	k	['k']	correct	0.480505	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.491032	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white2.bmp	Image	NonBob	k	['k']	correct	0.432852	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white1.bmp	Image	NonBob	k	['k']	correct	0.420661	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.504637	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.473596	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white4.bmp	Image	NonBob	k	['k']	correct	0.403669	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white1.bmp	Image	NonBob	k	['k']	correct	0.722139	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.450059	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white3.bmp	Image	Bob	d	['d']	correct	0.454348	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	1	white5.bmp	Image	NonBob	k	['k']	correct	0.410890	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	entsetzlich	Text	neg	k	['k']	correct	1.199071	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Humor	Text	pos	d	['d']	correct	0.622995	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	erfolgreich	Text	pos	d	['d']	correct	0.692110	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	hektisch	Text	neg	k	['k']	correct	0.834669	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	fies	Text	neg	k	['k']	correct	0.620455	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Vertrauen	Text	pos	d	['d']	correct	0.553348	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	schrecklich	Text	neg	k	['k']	correct	0.620306	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Liebe	Text	pos	d	['d']	correct	0.489736	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Qual	Text	neg	k	['k']	correct	0.623373	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	furchtbar	Text	neg	k	['k']	correct	0.712548	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	begabt	Text	pos	d	['d']	correct	0.595794	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	ekelhaft	Text	neg	k	['k']	correct	0.507917	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	widerlich	Text	neg	k	['k']	correct	0.514027	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	böse	Text	neg	k	['k']	correct	0.519604	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Frieden	Text	pos	d	['d']	correct	0.458387	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Zufriedenheit	Text	pos	d	['d']	correct	0.542801	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Freude	Text	pos	d	['d']	correct	0.553866	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	super	Text	pos	d	['d']	correct	0.625304	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	Fehlschlag	Text	neg	k	['k']	correct	0.506292	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	2	wundervoll	Text	pos	d	['d']	correct	0.640139	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	entsetzlich	Text	neg	k	['k']	correct	0.717035	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	furchtbar	Text	neg	k	['k']	correct	0.527774	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	schrecklich	Text	neg	k	['k']	correct	0.534184	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.472905	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Frieden	Text	pos	d	['d']	correct	0.561901	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	wundervoll	Text	pos	d	['d']	correct	0.505378	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Liebe	Text	pos	d	['d']	correct	0.463522	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white5.bmp	Image	NonBob	k	['k']	correct	0.547376	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white1.bmp	Image	NonBob	k	['k']	correct	0.523286	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Vertrauen	Text	pos	d	['d']	correct	0.529062	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	böse	Text	neg	k	['k']	correct	0.552488	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.555424	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.418507	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	super	Text	pos	d	['k']	error	0.474328	0.618261	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white4.bmp	Image	NonBob	k	['k']	correct	0.770875	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.523404	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white4.bmp	Image	NonBob	k	['k']	correct	0.625597	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white5.bmp	Image	NonBob	k	['k']	correct	0.490433	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Freude	Text	pos	d	['d']	correct	0.451676	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Humor	Text	pos	d	['d']	correct	0.388279	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Zufriedenheit	Text	pos	d	['d']	correct	0.459251	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	ekelhaft	Text	neg	k	['k']	correct	0.523813	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.438043	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white1.bmp	Image	NonBob	k	['d']	error	0.410627	0.842614	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.665450	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	fies	Text	neg	k	['k']	correct	0.510873	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	bob1.bmp	Image	NonBob	k	['k']	correct	0.725064	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white2.bmp	Image	NonBob	k	['k']	correct	0.400296	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Qual	Text	neg	k	['k']	correct	0.919695	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.548064	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	erfolgreich	Text	pos	d	['d']	correct	0.751380	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white2.bmp	Image	NonBob	k	['k']	correct	0.534907	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	widerlich	Text	neg	k	['k']	correct	0.769796	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	bob1.bmp	Image	NonBob	k	['d']	error	0.494566	0.910470	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	hektisch	Text	neg	k	['k']	correct	0.718841	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.570350	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	begabt	Text	pos	d	['d']	correct	0.706148	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.473011	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	Fehlschlag	Text	neg	k	['k']	correct	0.849869	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
12	34	white3.bmp	Image	Bob	d	['d']	correct	0.624660	0.000000	1	2	2	1	versuchneu8	2016-07-14_10.47.37.100000
