ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
39	1	white2.bmp	Image	Bob	k	['k']	correct	1.254414	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white5.bmp	Image	NonBob	d	['d']	correct	0.639785	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white2.bmp	Image	Bob	k	['k']	correct	0.473417	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white2.bmp	Image	Bob	k	['k']	correct	0.510327	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white2.bmp	Image	Bob	k	['k']	correct	0.436610	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white4.bmp	Image	NonBob	d	['d']	correct	0.488876	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white3.bmp	Image	NonBob	d	['d']	correct	0.537810	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white3.bmp	Image	NonBob	d	['d']	correct	0.452635	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white2.bmp	Image	Bob	k	['k']	correct	0.505650	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white2.bmp	Image	Bob	k	['k']	correct	0.379030	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white5.bmp	Image	NonBob	d	['d']	correct	0.429729	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white1.bmp	Image	NonBob	d	['d']	correct	0.689121	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white2.bmp	Image	Bob	k	['k']	correct	0.480112	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white2.bmp	Image	Bob	k	['k']	correct	0.420944	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
39	1	white4.bmp	Image	NonBob	d	['d']	correct	0.457235	0.000000	1	1	1	2	versuchneu8	2016-07-21_12.46.55.999000
