ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
18	1	white2.bmp	Image	Bob	k	['k']	correct	1.040268	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white1.bmp	Image	NonBob	d	['d']	correct	0.566770	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white5.bmp	Image	NonBob	d	['d']	correct	0.498279	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.472532	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.408903	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white2.bmp	Image	Bob	k	['k']	correct	1.344824	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white2.bmp	Image	Bob	k	['k']	correct	0.456051	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white2.bmp	Image	Bob	k	['k']	correct	0.432880	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white2.bmp	Image	Bob	k	['k']	correct	0.644647	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white4.bmp	Image	NonBob	d	['d']	correct	0.590477	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white5.bmp	Image	NonBob	d	['d']	correct	0.481981	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white2.bmp	Image	Bob	k	['k']	correct	0.491446	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
18	1	white3.bmp	Image	NonBob	d	['d']	correct	0.417022	0.000000	1	2	1	1	versuchneu8	2016-07-18_10.18.10.411000
