ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
34	1	bob1.bmp	Image	NonBob	d	['d']	correct	1.071300	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.787857	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.689066	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white5.bmp	Image	NonBob	d	['d']	correct	0.572115	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.499334	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white3.bmp	Image	NonBob	d	['d']	correct	0.553316	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white1.bmp	Image	NonBob	d	['d']	correct	0.528457	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white2.bmp	Image	NonBob	d	['d']	correct	0.470887	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.540201	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.451125	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white1.bmp	Image	NonBob	d	['d']	correct	0.471790	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.444898	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.524604	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.438880	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.491455	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white2.bmp	Image	NonBob	d	['d']	correct	0.432856	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.517052	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white5.bmp	Image	NonBob	d	['d']	correct	0.587472	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white4.bmp	Image	Bob	k	['k']	correct	0.483540	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	1	white3.bmp	Image	NonBob	d	['d']	correct	0.585171	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	begabt	Text	pos	k	['k']	correct	0.950392	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Freude	Text	pos	k	['k']	correct	0.744756	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	wundervoll	Text	pos	k	['k']	correct	0.612833	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	widerlich	Text	neg	d	['d']	correct	0.632911	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	entsetzlich	Text	neg	d	['d']	correct	0.674096	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	hektisch	Text	neg	d	['d']	correct	0.704594	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	super	Text	pos	k	['k']	correct	0.555441	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	ekelhaft	Text	neg	d	['d']	correct	0.542065	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	fies	Text	neg	d	['d']	correct	0.692555	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	erfolgreich	Text	pos	k	['k']	correct	0.691009	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Zufriedenheit	Text	pos	k	['k']	correct	0.569534	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Liebe	Text	pos	k	['k']	correct	0.613078	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Qual	Text	neg	d	['d']	correct	0.637765	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	schrecklich	Text	neg	d	['d']	correct	0.935256	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Frieden	Text	pos	k	['k']	correct	0.648332	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	böse	Text	neg	d	['d']	correct	0.658133	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Vertrauen	Text	pos	k	['k']	correct	0.843658	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	furchtbar	Text	neg	d	['d']	correct	0.922580	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Humor	Text	pos	k	['k']	correct	0.635452	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	2	Fehlschlag	Text	neg	d	['d']	correct	0.868642	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	white1.bmp	Image	NonBob	d	['d']	correct	0.944536	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	böse	Text	neg	d	['d']	correct	0.865704	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	wundervoll	Text	pos	k	['k']	correct	0.720737	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	white4.bmp	Image	Bob	k	['k']	correct	0.567831	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	white4.bmp	Image	Bob	k	['k']	correct	0.495304	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	ekelhaft	Text	neg	d	['d']	correct	0.569076	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	Humor	Text	pos	k	['k']	correct	0.592696	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	white2.bmp	Image	NonBob	d	['d']	correct	0.489064	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	Freude	Text	pos	k	['k']	correct	0.718876	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	white5.bmp	Image	NonBob	d	['d']	correct	0.522221	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	fies	Text	neg	d	['d']	correct	0.656846	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	white4.bmp	Image	Bob	k	['k']	correct	0.518238	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
34	34	white4.bmp	Image	Bob	k	['k']	correct	0.576221	0.000000	1	2	1	1	versuchneu8	2016-07-20_11.39.17.602000
