ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
21	1	white2.bmp	Image	NonBob	k	['k']	correct	0.823588	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.725612	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.369111	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.371451	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.342104	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white4.bmp	Image	NonBob	k	['k']	correct	0.499682	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.509378	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.371700	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white5.bmp	Image	NonBob	k	['k']	correct	0.454125	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white2.bmp	Image	NonBob	k	['k']	correct	0.602628	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.542703	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white1.bmp	Image	NonBob	k	['k']	correct	0.581431	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.449644	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.437740	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white5.bmp	Image	NonBob	k	['k']	correct	0.506514	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white4.bmp	Image	NonBob	k	['k']	correct	0.704359	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white1.bmp	Image	NonBob	k	['k']	correct	0.438809	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white3.bmp	Image	NonBob	k	['k']	correct	0.654880	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	white3.bmp	Image	NonBob	k	['k']	correct	0.425102	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	1	bob1.bmp	Image	Bob	d	['d']	correct	0.460971	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	2	Zufriedenheit	Text	pos	k	['k']	correct	1.539279	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	2	Fehlschlag	Text	neg	d	['d']	correct	0.595203	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	2	erfolgreich	Text	pos	k	['k']	correct	0.523508	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	2	Humor	Text	pos	k	['k']	correct	0.802217	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	2	wundervoll	Text	pos	k	['k']	correct	0.543348	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
21	2	Freude	Text	pos	k	['k']	correct	0.454609	0.000000	1	1	1	2	versuchneu8	2016-07-18_11.46.58.054000
