ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
51	1	white2.bmp	Image	Bob	k	['k']	correct	1.507875	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.675380	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white1.bmp	Image	NonBob	d	['d']	correct	0.621741	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white5.bmp	Image	NonBob	d	['d']	correct	0.454696	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.507288	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white5.bmp	Image	NonBob	d	['d']	correct	0.417427	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white4.bmp	Image	NonBob	d	['d']	correct	0.580832	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.429105	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.480837	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white3.bmp	Image	NonBob	d	['d']	correct	0.438015	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white3.bmp	Image	NonBob	d	['d']	correct	0.342208	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white4.bmp	Image	NonBob	d	['d']	correct	0.407541	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['d']	error	0.495226	1.615183	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.497483	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white1.bmp	Image	NonBob	d	['d']	correct	0.503073	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.440904	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.449083	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.325808	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.342749	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	1	white2.bmp	Image	Bob	k	['k']	correct	0.280683	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	2	böse	Text	neg	k	['k']	correct	2.955729	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	2	Fehlschlag	Text	neg	k	['k']	correct	1.936177	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	2	furchtbar	Text	neg	k	['k']	correct	2.811197	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
51	2	erfolgreich	Text	pos	d	['d']	correct	0.666990	0.000000	1	1	1	1	versuchneu10	2016-07-22_15.26.14.235000
