ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
54	1	white1.bmp	Image	Bob	k	['k']	correct	1.316275	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.505249	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white4.bmp	Image	NonBob	d	['d']	correct	0.496435	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white3.bmp	Image	NonBob	d	['k']	error	0.378505	2.458365	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	1.186054	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.696971	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.483754	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.441550	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white2.bmp	Image	NonBob	d	['d']	correct	0.646166	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.504369	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white5.bmp	Image	NonBob	d	['d']	correct	0.621827	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white4.bmp	Image	NonBob	d	['d']	correct	0.518483	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.428875	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white5.bmp	Image	NonBob	d	['d']	correct	0.481080	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white2.bmp	Image	NonBob	d	['d']	correct	0.374343	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.472518	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white3.bmp	Image	NonBob	d	['d']	correct	0.493808	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.511004	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.489288	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	1	white1.bmp	Image	Bob	k	['k']	correct	0.430943	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	ekelhaft	Text	neg	d	['d']	correct	0.921967	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	hektisch	Text	neg	d	['k']	error	0.794563	1.418522	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	fies	Text	neg	d	['d']	correct	0.536306	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Fehlschlag	Text	neg	d	['d']	correct	0.586967	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	böse	Text	neg	d	['d']	correct	0.450548	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	super	Text	pos	k	['k']	correct	0.566608	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	erfolgreich	Text	pos	k	['k']	correct	0.498282	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	furchtbar	Text	neg	d	['k']	error	0.440439	1.096417	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	begabt	Text	pos	k	['k']	correct	0.601025	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Frieden	Text	pos	k	['k']	correct	0.773705	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Liebe	Text	pos	k	['k']	correct	0.402443	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	schrecklich	Text	neg	d	['d']	correct	0.805474	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	wundervoll	Text	pos	k	['k']	correct	0.722970	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	widerlich	Text	neg	d	['d']	correct	0.782832	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Humor	Text	pos	k	['k']	correct	0.539779	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Qual	Text	neg	d	['d']	correct	0.542414	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Zufriedenheit	Text	pos	k	['k']	correct	0.565229	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Freude	Text	pos	k	['k']	correct	0.656652	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	Vertrauen	Text	pos	k	['k']	correct	0.506216	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	2	entsetzlich	Text	neg	d	['d']	correct	0.608184	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	fies	Text	neg	d	['d']	correct	0.861772	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	Qual	Text	neg	d	['d']	correct	0.584941	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white4.bmp	Image	NonBob	d	['d']	correct	0.564946	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	Zufriedenheit	Text	pos	k	['k']	correct	0.540310	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white2.bmp	Image	NonBob	d	['d']	correct	0.510869	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	böse	Text	neg	d	['d']	correct	0.792434	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white2.bmp	Image	NonBob	d	['d']	correct	0.390297	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white1.bmp	Image	Bob	k	['k']	correct	0.601489	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white1.bmp	Image	Bob	k	['k']	correct	0.465966	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white4.bmp	Image	NonBob	d	['d']	correct	0.482474	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white1.bmp	Image	Bob	k	['k']	correct	0.519575	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	schrecklich	Text	neg	d	['d']	correct	0.577349	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white5.bmp	Image	NonBob	d	['d']	correct	1.045620	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white3.bmp	Image	NonBob	d	['d']	correct	0.472930	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	wundervoll	Text	pos	k	['k']	correct	0.625786	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white1.bmp	Image	Bob	k	['k']	correct	0.475037	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	hektisch	Text	neg	d	['d']	correct	0.528220	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	super	Text	pos	k	['d']	error	0.358856	0.934800	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white3.bmp	Image	NonBob	d	['d']	correct	0.723549	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	furchtbar	Text	neg	d	['d']	correct	0.595166	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	Humor	Text	pos	k	['k']	correct	0.619585	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	widerlich	Text	neg	d	['d']	correct	0.868149	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	entsetzlich	Text	neg	d	['d']	correct	0.578461	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white1.bmp	Image	Bob	k	['k']	correct	0.459549	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	Liebe	Text	pos	k	['d']	error	0.784398	1.136368	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white1.bmp	Image	Bob	k	['k']	correct	0.337998	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	white1.bmp	Image	Bob	k	['k']	correct	0.343991	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
54	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.453768	0.000000	1	2	1	2	versuchneu8	2016-07-22_15.57.15.102000
