ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
7	1	white5.bmp	Image	Bob	k	['k']	correct	2.246712	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white5.bmp	Image	Bob	k	['k']	correct	1.529442	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white5.bmp	Image	Bob	k	['k']	correct	1.401708	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white1.bmp	Image	NonBob	d	['d']	correct	1.318556	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	bob1.bmp	Image	NonBob	d	['k']	error	1.457214	2.481124	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white5.bmp	Image	Bob	k	['k']	correct	1.561954	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white3.bmp	Image	NonBob	d	['d']	correct	2.246795	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white2.bmp	Image	NonBob	d	['d']	correct	1.181806	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white3.bmp	Image	NonBob	d	['d']	correct	0.932698	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white5.bmp	Image	Bob	k	['k']	correct	0.629644	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	bob1.bmp	Image	NonBob	d	['d']	correct	1.519017	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white2.bmp	Image	NonBob	d	['d']	correct	1.066483	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white5.bmp	Image	Bob	k	['k']	correct	0.722823	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white4.bmp	Image	NonBob	d	['d']	correct	0.894398	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white5.bmp	Image	Bob	k	['k']	correct	0.462293	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white4.bmp	Image	NonBob	d	['d']	correct	0.659324	0.000000	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
7	1	white1.bmp	Image	NonBob	d	['k']	error	0.568581	1.256484	1	1	1	2	versuchneu8	2016-07-13_09.59.16.394000
