ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
15	1	white4.bmp	Image	NonBob	d	['d']	correct	2.070620	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	1.556942	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white5.bmp	Image	NonBob	d	['d']	correct	1.077307	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.618184	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.547010	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white3.bmp	Image	NonBob	d	['d']	correct	0.922291	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.582717	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.690835	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white3.bmp	Image	NonBob	d	['d']	correct	1.005544	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.656500	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white4.bmp	Image	NonBob	d	['d']	correct	0.730266	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.613836	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white5.bmp	Image	NonBob	d	['d']	correct	1.006812	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.989137	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.787310	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white2.bmp	Image	NonBob	d	['d']	correct	1.296436	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.667109	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white2.bmp	Image	NonBob	d	['d']	correct	1.184571	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.647576	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	1	white1.bmp	Image	Bob	k	['k']	correct	0.661587	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	erfolgreich	Text	pos	d	['d']	correct	1.385206	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Frieden	Text	pos	d	['d']	correct	1.172181	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Liebe	Text	pos	d	['d']	correct	0.760460	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	widerlich	Text	neg	k	['k']	correct	0.905339	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	begabt	Text	pos	d	['d']	correct	1.001480	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	wundervoll	Text	pos	d	['d']	correct	0.716588	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Humor	Text	pos	d	['d']	correct	0.583919	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	furchtbar	Text	neg	k	['k']	correct	0.592209	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	ekelhaft	Text	neg	k	['k']	correct	1.411839	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	fies	Text	neg	k	['k']	correct	0.933120	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	entsetzlich	Text	neg	k	['k']	correct	1.044509	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	super	Text	pos	d	['d']	correct	0.713887	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	hektisch	Text	neg	k	['k']	correct	0.948944	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Zufriedenheit	Text	pos	d	['d']	correct	0.934363	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	schrecklich	Text	neg	k	['k']	correct	0.994725	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Vertrauen	Text	pos	d	['d']	correct	0.901239	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	böse	Text	neg	k	['k']	correct	1.049432	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Freude	Text	pos	d	['d']	correct	1.661462	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Fehlschlag	Text	neg	k	['k']	correct	1.120865	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	2	Qual	Text	neg	k	['k']	correct	0.946110	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white1.bmp	Image	Bob	k	['d']	error	5.337538	7.145458	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	super	Text	pos	d	['d']	correct	2.921936	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white1.bmp	Image	Bob	k	['k']	correct	1.353289	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white1.bmp	Image	Bob	k	['k']	correct	1.097197	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white1.bmp	Image	Bob	k	['k']	correct	0.766499	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	Frieden	Text	pos	d	['d']	correct	1.067313	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	schrecklich	Text	neg	k	['k']	correct	2.027513	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white4.bmp	Image	NonBob	d	['d']	correct	1.500669	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white4.bmp	Image	NonBob	d	['d']	correct	0.700273	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	erfolgreich	Text	pos	d	['d']	correct	1.031046	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white2.bmp	Image	NonBob	d	['d']	correct	1.354619	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white1.bmp	Image	Bob	k	['k']	correct	0.598280	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	ekelhaft	Text	neg	k	['k']	correct	3.133876	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white1.bmp	Image	Bob	k	['k']	correct	0.691387	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	Freude	Text	pos	d	['d']	correct	0.994071	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	böse	Text	neg	k	['k']	correct	0.752013	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white1.bmp	Image	Bob	k	['k']	correct	0.704370	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	white5.bmp	Image	NonBob	d	['d']	correct	0.742971	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
15	34	wundervoll	Text	pos	d	['d']	correct	0.806729	0.000000	1	1	2	2	versuchneu10	2016-07-14_11.47.44.790000
