ParticipantNumber	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.796859	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.588464	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.628822	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white5.bmp	Image	NonBob	d	['d']	correct	0.445652	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white1.bmp	Image	NonBob	d	['d']	correct	0.562407	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.505765	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white3.bmp	Image	NonBob	d	['d']	correct	0.527936	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white3.bmp	Image	NonBob	d	['d']	correct	0.422322	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.426052	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.494320	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.543400	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.490682	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white1.bmp	Image	NonBob	d	['d']	correct	0.443815	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.435998	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.452270	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['k']	correct	0.348792	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white2.bmp	Image	NonBob	d	['d']	correct	0.430888	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white2.bmp	Image	NonBob	d	['d']	correct	0.370911	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white4.bmp	Image	Bob	k	['d']	error	0.357306	1.237276	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	1	white5.bmp	Image	NonBob	d	['d']	correct	0.542057	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Qual	Text	neg	d	['d']	correct	0.826008	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Vertrauen	Text	pos	k	['k']	correct	0.584081	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	schrecklich	Text	neg	d	['d']	correct	0.927583	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	böse	Text	neg	d	['d']	correct	0.529108	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Frieden	Text	pos	k	['k']	correct	0.727802	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	widerlich	Text	neg	d	['d']	correct	0.611171	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Zufriedenheit	Text	pos	k	['k']	correct	0.476128	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	entsetzlich	Text	neg	d	['k']	error	0.625028	0.913029	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Humor	Text	pos	k	['k']	correct	0.621125	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	furchtbar	Text	neg	d	['d']	correct	0.490184	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	begabt	Text	pos	k	['k']	correct	0.639907	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	erfolgreich	Text	pos	k	['k']	correct	0.436998	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Freude	Text	pos	k	['k']	correct	0.413276	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	fies	Text	neg	d	['d']	correct	0.481243	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	hektisch	Text	neg	d	['d']	correct	0.630130	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	super	Text	pos	k	['k']	correct	0.474633	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Fehlschlag	Text	neg	d	['d']	correct	0.548101	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	wundervoll	Text	pos	k	['k']	correct	0.507357	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	ekelhaft	Text	neg	d	['d']	correct	0.593361	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	2	Liebe	Text	pos	k	['k']	correct	0.505789	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	furchtbar	Text	neg	d	['d']	correct	0.719653	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	schrecklich	Text	neg	d	['d']	correct	0.475096	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.480186	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.481173	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	böse	Text	neg	d	['d']	correct	0.474812	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white5.bmp	Image	NonBob	d	['d']	correct	0.539243	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.498133	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.523743	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	fies	Text	neg	d	['d']	correct	0.477934	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white3.bmp	Image	NonBob	d	['k']	error	0.562897	0.754882	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.542763	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white3.bmp	Image	NonBob	d	['d']	correct	0.441700	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Humor	Text	pos	k	['k']	correct	0.505843	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white5.bmp	Image	NonBob	d	['k']	error	0.418696	0.674702	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	entsetzlich	Text	neg	d	['d']	correct	0.574112	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	erfolgreich	Text	pos	k	['k']	correct	0.597688	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Liebe	Text	pos	k	['k']	correct	0.493195	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Freude	Text	pos	k	['k']	correct	0.403237	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white2.bmp	Image	NonBob	d	['d']	correct	0.530474	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Vertrauen	Text	pos	k	['k']	correct	0.536581	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white2.bmp	Image	NonBob	d	['d']	correct	0.643119	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['d']	error	0.556821	0.860797	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Frieden	Text	pos	k	['k']	correct	0.588048	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.483623	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.345618	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	hektisch	Text	neg	d	['d']	correct	0.539676	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Fehlschlag	Text	neg	d	['d']	correct	0.530052	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	ekelhaft	Text	neg	d	['k']	error	0.425012	0.664991	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	bob1.bmp	Image	NonBob	d	['d']	correct	0.449470	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['d']	error	0.327595	0.551528	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	super	Text	pos	k	['k']	correct	0.558769	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white1.bmp	Image	NonBob	d	['d']	correct	0.545628	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.555574	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white1.bmp	Image	NonBob	d	['k']	error	0.580173	0.628212	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Qual	Text	neg	d	['d']	correct	0.557111	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	white4.bmp	Image	Bob	k	['k']	correct	0.436432	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	Zufriedenheit	Text	pos	k	['k']	correct	0.488781	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	begabt	Text	pos	k	['k']	correct	0.606561	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	widerlich	Text	neg	d	['d']	correct	0.565344	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	34	wundervoll	Text	pos	k	['k']	correct	0.478449	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.428507	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	bob1.bmp	Image	NonBob	k	['k']	correct	0.403651	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white2.bmp	Image	NonBob	k	['d']	error	0.438810	0.774774	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.419486	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.327488	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white3.bmp	Image	NonBob	k	['k']	correct	0.360496	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.518351	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white3.bmp	Image	NonBob	k	['k']	correct	0.416996	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.384069	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white1.bmp	Image	NonBob	k	['k']	correct	0.354536	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	bob1.bmp	Image	NonBob	k	['k']	correct	0.472580	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.462074	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white5.bmp	Image	NonBob	k	['k']	correct	0.478303	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.391899	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white5.bmp	Image	NonBob	k	['k']	correct	0.310916	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.332056	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.345180	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
46	5	white4.bmp	Image	Bob	d	['d']	correct	0.281974	0.000000	1	2	2	2	versuchneu8	2016-07-22_11.17.34.090000
