subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
2,old,ending_first,compatible_first,incompatible_first,ES_green,gelben Wesen,starting_melody,yes,no,no,no,0,1622553,1626508
2,old,ending_first,compatible_first,incompatible_first,ES_green,lila Wesen,starting_scream,no,no,yes,no,1,1628909,1633197
2,old,ending_first,compatible_first,incompatible_first,ES_green,roten Wesen,ending_melody,no,yes,no,no,2,1635629,1637937
2,old,ending_first,compatible_first,incompatible_first,ES_green,grünen Wesen,ending_scream,no,no,no,yes,3,1640340,1642648
