subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
21,new,melody_first,compatible_first,incompatible_first,ES_green,lila Wesen,starting_scream,no,no,yes,no,0,1836211,1842485
21,new,melody_first,compatible_first,incompatible_first,ES_green,roten Wesen,ending_melody,no,yes,no,no,1,1844866,1852785
21,new,melody_first,compatible_first,incompatible_first,ES_green,gelben Wesen,starting_melody,yes,no,no,no,2,1855177,1858485
21,new,melody_first,compatible_first,incompatible_first,ES_green,grünen Wesen,ending_scream,no,no,no,yes,3,1860876,1864507
