subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
45,old,ending_first,compatible_first,incompatible_first,ES_yellow,roten Wesen,starting_melody,no,yes,no,no,0,1898084,1904353
45,old,ending_first,compatible_first,incompatible_first,ES_yellow,gelben Wesen,ending_scream,no,yes,no,no,1,1906745,1912023
45,old,ending_first,compatible_first,incompatible_first,ES_yellow,grünen Wesen,starting_scream,no,no,yes,no,2,1914425,1918382
45,old,ending_first,compatible_first,incompatible_first,ES_yellow,lila Wesen,ending_melody,no,yes,no,no,3,1920794,1937292
