subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
39,new,scream_first,compatible_first,compatible_first,ES_red,gelben Wesen,starting_scream,no,no,yes,no,0,1750768,1755709
39,new,scream_first,compatible_first,compatible_first,ES_red,lila Wesen,starting_melody,yes,no,no,no,1,1758101,1762719
39,new,scream_first,compatible_first,compatible_first,ES_red,grünen Wesen,ending_melody,no,yes,no,no,2,1765111,1767419
39,new,scream_first,compatible_first,compatible_first,ES_red,roten Wesen,ending_scream,no,no,no,yes,3,1769820,1771789
