subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
48,new,melody_first,incompatible_first,compatible_first,ES_purple,gelben Wesen,ending_melody,no,yes,no,no,0,1876240,1882191
48,new,melody_first,incompatible_first,compatible_first,ES_purple,grünen Wesen,starting_melody,yes,no,no,no,1,1884583,1887552
48,new,melody_first,incompatible_first,compatible_first,ES_purple,roten Wesen,starting_scream,no,no,yes,no,2,1889954,1892602
48,new,melody_first,incompatible_first,compatible_first,ES_purple,lila Wesen,ending_scream,no,no,no,yes,3,1895004,1896651
