subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
59,new,scream_first,compatible_first,compatible_first,ES_yellow,grünen Wesen,starting_scream,no,no,yes,no,0,1574544,1578827
59,new,scream_first,compatible_first,compatible_first,ES_yellow,gelben Wesen,ending_scream,no,no,no,yes,1,1581229,1584196
59,new,scream_first,compatible_first,compatible_first,ES_yellow,lila Wesen,ending_melody,no,yes,no,no,2,1586599,1588577
59,new,scream_first,compatible_first,compatible_first,ES_yellow,roten Wesen,starting_melody,yes,no,no,no,3,1590989,1592306
