subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
30,old,starting_first,incompatible_first,compatible_first,ES_purple,roten Wesen,starting_scream,no,no,yes,no,0,1670725,1675345
30,old,starting_first,incompatible_first,compatible_first,ES_purple,grünen Wesen,starting_melody,yes,no,no,no,1,1677727,1681685
30,old,starting_first,incompatible_first,compatible_first,ES_purple,gelben Wesen,ending_melody,no,yes,no,no,2,1684077,1686385
30,old,starting_first,incompatible_first,compatible_first,ES_purple,lila Wesen,ending_scream,no,no,no,yes,3,1688776,1690425
