subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
43,old,starting_first,compatible_first,incompatible_first,ES_yellow,grünen Wesen,starting_scream,no,no,yes,no,0,1671812,1678079
43,old,starting_first,compatible_first,incompatible_first,ES_yellow,lila Wesen,ending_melody,no,yes,no,no,1,1680471,1684098
43,old,starting_first,compatible_first,incompatible_first,ES_yellow,roten Wesen,starting_melody,yes,no,no,no,2,1686489,1688798
43,old,starting_first,compatible_first,incompatible_first,ES_yellow,gelben Wesen,ending_scream,no,no,no,yes,3,1691210,1693519
