subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
32,new,scream_first,compatible_first,compatible_first,ES_green,roten Wesen,ending_melody,no,yes,no,no,0,1615663,1620938
32,new,scream_first,compatible_first,compatible_first,ES_green,gelben Wesen,starting_melody,yes,no,no,no,1,1623329,1625638
32,new,scream_first,compatible_first,compatible_first,ES_green,grünen Wesen,ending_scream,no,no,no,yes,2,1628030,1633648
32,new,scream_first,compatible_first,compatible_first,ES_green,lila Wesen,starting_scream,no,no,yes,no,3,1636050,1638028
