subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
10,new,melody_first,incompatible_first,compatible_first,ES_yellow,lila Wesen,ending_melody,no,yes,no,no,0,1519947,1527865
10,new,melody_first,incompatible_first,compatible_first,ES_yellow,gelben Wesen,ending_scream,no,no,no,yes,1,1530265,1534554
10,new,melody_first,incompatible_first,compatible_first,ES_yellow,roten Wesen,starting_melody,yes,no,no,no,2,1536946,1538265
10,new,melody_first,incompatible_first,compatible_first,ES_yellow,grünen Wesen,starting_scream,no,no,yes,no,3,1540656,1542305
