subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
27,new,melody_first,incompatible_first,incompatible_first,ES_red,gelben Wesen,starting_scream,no,no,yes,no,0,1772505,1779429
27,new,melody_first,incompatible_first,incompatible_first,ES_red,grünen Wesen,ending_melody,no,yes,no,no,1,1781850,1790760
27,new,melody_first,incompatible_first,incompatible_first,ES_red,roten Wesen,ending_scream,no,no,no,yes,2,1793170,1796139
27,new,melody_first,incompatible_first,incompatible_first,ES_red,lila Wesen,starting_melody,yes,no,no,no,3,1798551,1801190
