subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
36,new,melody_first,compatible_first,compatible_first,ES_green,gelben Wesen,starting_melody,yes,no,no,no,0,1683456,1688075
36,new,melody_first,compatible_first,compatible_first,ES_green,grünen Wesen,ending_scream,no,no,no,yes,1,1690465,1694105
36,new,melody_first,compatible_first,compatible_first,ES_green,roten Wesen,ending_melody,no,yes,no,no,2,1696506,1701454
36,new,melody_first,compatible_first,compatible_first,ES_green,lila Wesen,starting_scream,no,no,yes,no,3,1703855,1705834
