subject_nr,contrast_group,iat_order,block_order_1,block_order_2,color_counter,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
7,old,ending_first,incompatible_first,incompatible_first,ES_yellow,gelben Wesen,ending_scream,no,no,no,yes,0,1566246,1573176
7,old,ending_first,incompatible_first,incompatible_first,ES_yellow,roten Wesen,starting_melody,yes,no,no,no,1,1575568,1579525
7,old,ending_first,incompatible_first,incompatible_first,ES_yellow,lila Wesen,ending_melody,no,yes,no,no,2,1581907,1584535
7,old,ending_first,incompatible_first,incompatible_first,ES_yellow,grünen Wesen,starting_scream,no,no,yes,no,3,1586957,1589266
