phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,104,4.png,negative,positive,12
globalratings,104,11.png,neutral,neutral,14
globalratings,104,14.png,negative,positive,13
globalratings,104,8.png,positive,negative,2
globalratings,104,17.png,positive,negative,3
globalratings,104,26.png,negative,positive,5
globalratings,104,24.png,negative,positive,2
globalratings,104,12.png,neutral,neutral,13
globalratings,104,23.png,positive,negative,16
globalratings,104,5.png,neutral,neutral,13
globalratings,104,18.png,positive,negative,15
globalratings,104,20.png,positive,negative,15
globalratings,104,1.png,neutral,neutral,12
globalratings,104,21.png,neutral,neutral,8
globalratings,104,3.png,positive,negative,11
globalratings,104,10.png,negative,positive,7
globalratings,104,7.png,negative,positive,8
globalratings,104,9.png,neutral,neutral,5
c2ratings,104,20.png,positive,negative,13
c2ratings,104,23.png,positive,negative,12
c2ratings,104,14.png,negative,positive,11
c2ratings,104,11.png,neutral,neutral,9
c2ratings,104,4.png,negative,positive,10
c2ratings,104,3.png,positive,negative,9
c2ratings,104,7.png,negative,positive,11
c2ratings,104,12.png,neutral,neutral,13
c2ratings,104,17.png,positive,negative,7
c2ratings,104,21.png,neutral,neutral,7
c2ratings,104,24.png,negative,positive,6
c2ratings,104,8.png,positive,negative,5
c2ratings,104,1.png,neutral,neutral,6
c2ratings,104,26.png,negative,positive,6
c2ratings,104,18.png,positive,negative,10
c2ratings,104,9.png,neutral,neutral,5
c2ratings,104,5.png,neutral,neutral,11
c2ratings,104,10.png,negative,positive,8
c1ratings,104,10.png,negative,positive,7
c1ratings,104,9.png,neutral,neutral,5
c1ratings,104,11.png,neutral,neutral,9
c1ratings,104,7.png,negative,positive,10
c1ratings,104,17.png,positive,negative,8
c1ratings,104,14.png,negative,positive,11
c1ratings,104,8.png,positive,negative,5
c1ratings,104,23.png,positive,negative,12
c1ratings,104,1.png,neutral,neutral,7
c1ratings,104,20.png,positive,negative,11
c1ratings,104,26.png,negative,positive,6
c1ratings,104,21.png,neutral,neutral,5
c1ratings,104,3.png,positive,negative,9
c1ratings,104,24.png,negative,positive,6
c1ratings,104,12.png,neutral,neutral,13
c1ratings,104,18.png,positive,negative,14
c1ratings,104,4.png,negative,positive,8
c1ratings,104,5.png,neutral,neutral,11
