phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,127,1,1,2,1,positive,1750.JPG,23.png,0,None,None,None,None
trials,127,1,2,2,NA,NA,empty.png,2310.JPG,0,None,None,None,None
trials,127,1,3,2,NA,NA,6.png,22.png,0,None,None,None,None
trials,127,1,4,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,5,2,1,neutral,7080.JPG,12.png,0,None,None,None,None
trials,127,1,6,2,NA,NA,empty.png,25.png,0,None,None,None,space
trials,127,1,7,2,NA,NA,empty.png,9561.JPG,0,None,None,None,None
trials,127,1,8,2,2,positive,1750.JPG,23.png,0,None,None,None,None
trials,127,1,9,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,10,2,NA,NA,empty.png,16.png,0,None,None,None,None
trials,127,1,11,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,12,2,NA,NA,2.png,15.png,0,None,None,None,None
trials,127,1,13,2,1,neutral,7006.JPG,5.png,0,None,None,None,None
trials,127,1,14,2,1,negative,3300.JPG,24.png,0,None,None,None,None
trials,127,1,15,2,1,neutral,7705.JPG,1.png,0,None,None,None,None
trials,127,1,16,2,1,negative,2276.JPG,10.png,0,None,None,None,None
trials,127,1,17,2,NA,NA,1670.JPG,8500.JPG,0,None,None,None,None
trials,127,1,18,2,1,positive,1540.JPG,17.png,0,None,None,None,None
trials,127,1,19,2,1,negative,9041.JPG,14.png,0,None,None,None,None
trials,127,1,20,2,1,negative,9331.JPG,4.png,0,None,None,None,None
trials,127,1,21,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,22,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,127,1,23,2,2,negative,2276.JPG,10.png,0,None,None,None,None
trials,127,1,24,2,1,neutral,7233.JPG,9.png,0,None,None,None,None
trials,127,1,25,2,NA,NA,1230.JPG,2304.JPG,0,None,None,None,None
trials,127,1,26,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,27,2,2,neutral,7705.JPG,1.png,0,None,None,None,None
trials,127,1,28,2,1,positive,1610.JPG,18.png,0,None,None,None,None
trials,127,1,29,2,NA,NA,2520.JPG,1275.JPG,0,None,None,None,None
trials,127,1,30,2,NA,NA,2.png,15.png,0,None,None,None,None
trials,127,1,31,2,NA,NA,1670.JPG,8500.JPG,0,None,None,None,None
trials,127,1,32,2,2,positive,1610.JPG,18.png,0,None,None,None,None
trials,127,1,33,2,1,positive,1620.JPG,20.png,0,None,None,None,None
trials,127,1,34,2,3,positive,1610.JPG,18.png,0,None,None,None,None
trials,127,1,35,2,3,negative,2276.JPG,10.png,0,None,None,None,None
trials,127,1,36,2,2,negative,9041.JPG,14.png,0,None,None,None,None
trials,127,1,37,2,2,positive,1620.JPG,20.png,0,None,None,None,None
trials,127,1,38,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,39,2,2,neutral,7006.JPG,5.png,0,None,None,None,None
trials,127,1,40,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,41,2,1,neutral,7009.JPG,11.png,0,None,None,None,None
trials,127,1,42,2,1,negative,2455.JPG,26.png,0,None,None,None,None
trials,127,1,43,2,2,negative,3300.JPG,24.png,0,None,None,None,None
trials,127,1,44,2,NA,NA,27.png,19.png,0,None,None,None,None
trials,127,1,45,2,NA,NA,1945.JPG,empty.png,0,None,None,None,None
trials,127,1,46,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,127,1,47,2,1,neutral,7000.JPG,21.png,0,None,None,None,None
trials,127,1,48,2,1,positive,1460.JPG,8.png,0,None,None,None,None
trials,127,1,49,2,NA,NA,16.png,empty.png,0,None,None,None,None
trials,127,1,50,2,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,127,1,51,2,NA,NA,2510.JPG,8330.JPG,0,None,None,None,None
