phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,123,1,1,2,NA,NA,2.png,22.png,0,None,None,None,None
trials,123,1,2,2,1,neutral,7233.JPG,5.png,0,None,None,None,None
trials,123,1,3,2,NA,NA,2310.JPG,8330.JPG,0,None,None,None,None
trials,123,1,4,2,1,positive,1540.JPG,23.png,0,None,None,None,None
trials,123,1,5,2,NA,NA,2357.JPG,2304.JPG,0,None,None,None,None
trials,123,1,6,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,7,2,1,neutral,7705.JPG,1.png,0,None,None,None,None
trials,123,1,8,2,NA,NA,7060.JPG,empty.png,0,None,None,None,None
trials,123,1,9,2,1,negative,2399.JPG,24.png,0,None,None,None,None
trials,123,1,10,2,1,negative,2750.JPG,14.png,0,None,None,None,None
trials,123,1,11,2,NA,NA,1390.JPG,empty.png,0,None,None,None,None
trials,123,1,12,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,123,1,13,2,NA,NA,empty.png,2510.JPG,0,None,None,None,None
trials,123,1,14,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,15,2,2,negative,2399.JPG,24.png,0,None,None,None,None
trials,123,1,16,2,1,negative,2900.1.JPG,7.png,0,None,None,None,None
trials,123,1,17,2,NA,NA,19.png,27.png,0,None,None,None,None
trials,123,1,18,2,2,negative,2750.JPG,14.png,0,None,None,None,None
trials,123,1,19,2,1,positive,1610.JPG,20.png,0,None,None,None,None
trials,123,1,20,2,1,negative,9331.JPG,10.png,0,None,None,None,None
trials,123,1,21,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,22,2,1,neutral,7035.JPG,12.png,0,None,None,None,None
trials,123,1,23,2,1,positive,1460.JPG,3.png,0,None,None,None,None
trials,123,1,24,2,NA,NA,empty.png,16.png,0,None,None,None,space
trials,123,1,25,2,2,negative,9331.JPG,10.png,0,None,None,None,None
trials,123,1,26,2,1,positive,1500.JPG,17.png,0,None,None,None,None
trials,123,1,27,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,28,2,2,neutral,7233.JPG,5.png,0,None,None,None,None
trials,123,1,29,2,1,negative,3300.JPG,4.png,0,None,None,None,None
trials,123,1,30,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,31,2,NA,NA,19.png,27.png,0,None,None,None,None
trials,123,1,32,2,3,negative,9331.JPG,10.png,0,None,None,None,None
trials,123,1,33,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,34,2,NA,NA,9561.JPG,1670.JPG,0,None,None,None,None
trials,123,1,35,2,2,neutral,7035.JPG,12.png,0,None,None,None,None
trials,123,1,36,2,2,positive,1500.JPG,17.png,0,None,None,None,None
trials,123,1,37,2,4,negative,9331.JPG,10.png,1,1,2,3,None
trials,123,1,38,2,3,negative,2750.JPG,14.png,0,None,None,None,None
trials,123,1,39,2,3,neutral,7233.JPG,5.png,0,None,None,None,None
trials,123,1,40,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,41,2,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,123,1,42,2,NA,NA,1945.JPG,1230.JPG,0,None,None,None,None
trials,123,1,43,2,2,positive,1460.JPG,3.png,0,None,None,None,None
trials,123,1,44,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,45,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,123,1,46,2,2,negative,2900.1.JPG,7.png,0,None,None,None,None
trials,123,1,47,2,1,positive,1604.JPG,8.png,0,None,None,None,None
trials,123,1,48,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,49,2,NA,NA,2.png,22.png,0,None,None,None,None
trials,123,1,50,2,1,positive,1620.JPG,18.png,0,None,None,None,None
trials,123,1,51,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,52,2,1,neutral,7175.JPG,9.png,0,None,None,None,None
trials,123,1,53,2,2,positive,1604.JPG,8.png,0,None,None,None,None
trials,123,1,54,2,NA,NA,16.png,empty.png,0,None,None,None,space
trials,123,1,55,2,1,negative,2110.JPG,26.png,0,None,None,None,space
trials,123,1,56,2,2,positive,1540.JPG,23.png,0,None,None,None,None
trials,123,1,57,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,123,1,58,2,2,positive,1610.JPG,20.png,0,None,None,None,None
trials,123,1,59,2,NA,NA,empty.png,7060.JPG,0,None,None,None,None
trials,123,1,60,2,2,positive,1620.JPG,18.png,0,None,None,None,None
trials,123,1,61,2,NA,NA,9561.JPG,1670.JPG,0,None,None,None,None
trials,123,1,62,2,NA,NA,15.png,25.png,0,None,None,None,None
trials,123,1,63,2,2,negative,2110.JPG,26.png,0,None,None,None,None
trials,123,1,64,2,NA,NA,2.png,22.png,0,None,None,None,None
trials,123,1,65,2,2,negative,3300.JPG,4.png,0,None,None,None,None
trials,123,1,66,2,3,negative,2900.1.JPG,7.png,0,None,None,None,None
trials,123,1,67,2,NA,NA,1390.JPG,empty.png,0,None,None,None,None
trials,123,1,68,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,69,2,NA,NA,1945.JPG,1230.JPG,0,None,None,None,None
trials,123,1,70,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,71,2,2,neutral,7705.JPG,1.png,0,None,None,None,None
trials,123,1,72,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,73,2,3,negative,3300.JPG,4.png,0,None,None,None,None
trials,123,1,74,2,NA,NA,empty.png,2510.JPG,0,None,None,None,None
trials,123,1,75,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,76,2,3,neutral,7035.JPG,12.png,0,None,None,None,None
trials,123,1,77,2,2,neutral,7175.JPG,9.png,0,None,None,None,None
trials,123,1,78,2,NA,NA,empty.png,16.png,0,None,None,None,space
trials,123,1,79,2,NA,NA,19.png,27.png,0,None,None,None,None
trials,123,1,80,2,3,neutral,7175.JPG,9.png,0,None,None,None,None
trials,123,1,81,2,1,neutral,7006.JPG,21.png,0,None,None,None,None
trials,123,1,82,2,3,neutral,7705.JPG,1.png,0,None,None,None,None
trials,123,1,83,2,1,neutral,7009.JPG,11.png,0,None,None,None,None
trials,123,1,84,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,123,1,85,2,NA,NA,2520.JPG,8500.JPG,0,None,None,None,None
trials,123,1,86,2,3,negative,2399.JPG,24.png,0,None,None,None,None
trials,123,1,87,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,88,2,4,negative,2399.JPG,24.png,1,1,2,2,None
trials,123,1,89,2,3,positive,1604.JPG,8.png,0,None,None,None,None
trials,123,1,90,2,3,positive,1610.JPG,20.png,0,None,None,None,None
trials,123,1,91,2,NA,NA,2357.JPG,2304.JPG,0,None,None,None,None
trials,123,1,92,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,123,1,93,2,4,positive,1610.JPG,20.png,1,1,2,2,None
trials,123,1,94,2,2,neutral,7009.JPG,11.png,0,None,None,None,None
trials,123,1,95,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,96,2,NA,NA,1275.JPG,empty.png,0,None,None,None,None
trials,123,1,97,2,NA,NA,15.png,25.png,0,None,None,None,None
trials,123,1,98,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,99,2,4,neutral,7705.JPG,1.png,1,2,3,3,None
trials,123,1,100,2,3,negative,2110.JPG,26.png,0,None,None,None,None
trials,123,1,101,2,NA,NA,2310.JPG,8330.JPG,0,None,None,None,None
trials,123,1,102,2,NA,NA,2520.JPG,8500.JPG,0,None,None,None,None
trials,123,1,103,2,NA,NA,15.png,25.png,0,None,None,None,None
trials,123,1,104,2,3,neutral,7009.JPG,11.png,0,None,None,None,None
trials,123,1,105,2,3,positive,1500.JPG,17.png,0,None,None,None,None
trials,123,1,106,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,123,1,107,2,2,neutral,7006.JPG,21.png,0,None,None,None,None
trials,123,1,108,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,1,109,2,3,positive,1460.JPG,3.png,0,None,None,None,None
trials,123,1,110,2,3,neutral,7006.JPG,21.png,0,None,None,None,None
trials,123,1,111,2,3,positive,1540.JPG,23.png,0,None,None,None,None
trials,123,1,112,2,4,positive,1460.JPG,3.png,1,1,2,3,None
trials,123,1,113,2,3,positive,1620.JPG,18.png,0,None,None,None,None
trials,123,1,114,2,4,neutral,7009.JPG,11.png,1,2,2,3,None
trials,123,2,1,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,123,2,2,2,4,positive,1604.JPG,8.png,0,None,None,None,None
trials,123,2,3,2,5,negative,2399.JPG,24.png,0,None,None,None,None
trials,123,2,4,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,5,2,4,neutral,7035.JPG,12.png,0,None,None,None,None
trials,123,2,6,2,4,positive,1540.JPG,23.png,0,None,None,None,None
trials,123,2,7,2,NA,NA,6.png,empty.png,0,None,None,None,space
trials,123,2,8,2,NA,NA,1390.JPG,empty.png,0,None,None,None,None
trials,123,2,9,2,4,negative,2900.1.JPG,7.png,0,None,None,None,None
trials,123,2,10,2,4,negative,2110.JPG,26.png,0,None,None,None,None
trials,123,2,11,2,5,negative,9331.JPG,10.png,0,None,None,None,None
trials,123,2,12,2,NA,NA,16.png,empty.png,0,None,None,None,None
trials,123,2,13,2,NA,NA,2510.JPG,empty.png,0,None,None,None,None
trials,123,2,14,2,4,negative,2750.JPG,14.png,0,None,None,None,None
trials,123,2,15,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,16,2,5,neutral,7009.JPG,11.png,0,None,None,None,None
trials,123,2,17,2,5,positive,1460.JPG,3.png,0,None,None,None,None
trials,123,2,18,2,NA,NA,2510.JPG,empty.png,0,None,None,None,None
trials,123,2,19,2,4,neutral,7006.JPG,21.png,0,None,None,None,None
trials,123,2,20,2,NA,NA,15.png,25.png,0,None,None,None,None
trials,123,2,21,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,22,2,5,negative,2110.JPG,26.png,0,None,None,None,None
trials,123,2,23,2,5,positive,1610.JPG,20.png,0,None,None,None,None
trials,123,2,24,2,4,neutral,7175.JPG,9.png,0,None,None,None,None
trials,123,2,25,2,5,negative,2750.JPG,14.png,0,None,None,None,None
trials,123,2,26,2,4,positive,1620.JPG,18.png,0,None,None,None,None
trials,123,2,27,2,NA,NA,empty.png,16.png,0,None,None,None,None
trials,123,2,28,2,6,negative,9331.JPG,10.png,0,None,None,None,None
trials,123,2,29,2,NA,NA,1945.JPG,1230.JPG,0,None,None,None,None
trials,123,2,30,2,NA,NA,2.png,22.png,0,None,None,None,None
trials,123,2,31,2,NA,NA,15.png,25.png,0,None,None,None,None
trials,123,2,32,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,33,2,6,negative,2399.JPG,24.png,0,None,None,None,None
trials,123,2,34,2,5,positive,1620.JPG,18.png,0,None,None,None,None
trials,123,2,35,2,5,neutral,7705.JPG,1.png,0,None,None,None,None
trials,123,2,36,2,6,negative,2750.JPG,14.png,0,None,None,None,None
trials,123,2,37,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,38,2,7,negative,9331.JPG,10.png,0,None,None,None,None
trials,123,2,39,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,40,2,5,positive,1604.JPG,8.png,0,None,None,None,None
trials,123,2,41,2,NA,NA,2520.JPG,8500.JPG,0,None,None,None,None
trials,123,2,42,2,6,negative,2110.JPG,26.png,0,None,None,None,None
trials,123,2,43,2,7,negative,2399.JPG,24.png,0,None,None,None,None
trials,123,2,44,2,6,positive,1620.JPG,18.png,0,None,None,None,None
trials,123,2,45,2,4,negative,3300.JPG,4.png,0,None,None,None,None
trials,123,2,46,2,NA,NA,9561.JPG,1670.JPG,0,None,None,None,None
trials,123,2,47,2,5,neutral,7035.JPG,12.png,0,None,None,None,None
trials,123,2,48,2,4,positive,1500.JPG,17.png,0,None,None,None,None
trials,123,2,49,2,NA,NA,19.png,27.png,0,None,None,None,None
trials,123,2,50,2,NA,NA,2.png,22.png,0,None,None,None,None
trials,123,2,51,2,NA,NA,13.png,empty.png,0,None,None,None,None
trials,123,2,52,2,6,neutral,7009.JPG,11.png,0,None,None,None,None
trials,123,2,53,2,NA,NA,19.png,27.png,0,None,None,None,None
trials,123,2,54,2,NA,NA,2357.JPG,2304.JPG,0,None,None,None,None
trials,123,2,55,2,NA,NA,9561.JPG,1670.JPG,0,None,None,None,None
trials,123,2,56,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,57,2,6,neutral,7705.JPG,1.png,0,None,None,None,None
trials,123,2,58,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,59,2,4,neutral,7233.JPG,5.png,0,None,None,None,None
trials,123,2,60,2,NA,NA,2310.JPG,8330.JPG,0,None,None,None,None
trials,123,2,61,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,123,2,62,2,NA,NA,empty.png,1390.JPG,0,None,None,None,None
trials,123,2,63,2,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,123,2,64,2,5,positive,1540.JPG,23.png,0,None,None,None,None
trials,123,2,65,2,NA,NA,19.png,27.png,0,None,None,None,None
trials,123,2,66,2,6,positive,1540.JPG,23.png,0,None,None,None,None
