phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,117,1,1,2,NA,NA,15.png,13.png,0,None,None,None,None
trials,117,1,2,2,1,positive,1750.JPG,23.png,0,None,None,None,None
trials,117,1,3,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,117,1,4,2,NA,NA,27.png,22.png,0,None,None,None,None
trials,117,1,5,2,NA,NA,empty.png,7060.JPG,0,None,None,None,None
trials,117,1,6,2,1,negative,2455.JPG,4.png,0,None,None,None,None
trials,117,1,7,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,117,1,8,2,NA,NA,2357.JPG,empty.png,0,None,None,None,None
trials,117,1,9,2,NA,NA,8500.JPG,1275.JPG,0,None,None,None,None
trials,117,1,10,2,1,positive,1620.JPG,3.png,0,None,None,None,None
trials,117,1,11,2,1,neutral,7006.JPG,1.png,0,None,None,None,None
trials,117,1,12,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,117,1,13,2,1,negative,2750.JPG,7.png,0,None,None,None,None
trials,117,1,14,2,2,positive,1750.JPG,23.png,0,None,None,None,None
trials,117,1,15,2,2,neutral,7006.JPG,1.png,0,None,None,None,None
trials,117,1,16,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,117,1,17,2,2,positive,1620.JPG,3.png,0,None,None,None,None
trials,117,1,18,2,1,neutral,7025.JPG,5.png,0,None,None,None,None
trials,117,1,19,2,NA,NA,15.png,13.png,0,None,None,None,None
trials,117,1,20,2,NA,NA,empty.png,7060.JPG,0,None,None,None,None
trials,117,1,21,2,NA,NA,2304.JPG,empty.png,0,None,None,None,None
trials,117,1,22,2,1,neutral,7004.JPG,11.png,0,None,None,None,None
trials,117,1,23,2,NA,NA,15.png,13.png,0,None,None,None,None
trials,117,1,24,2,1,negative,2276.JPG,24.png,0,None,None,None,None
trials,117,1,25,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,117,1,26,2,NA,NA,empty.png,25.png,0,None,None,None,None
trials,117,1,27,2,3,neutral,7006.JPG,1.png,0,None,None,None,None
trials,117,1,28,2,1,neutral,7090.JPG,12.png,0,None,None,None,None
trials,117,1,29,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,117,1,30,2,NA,NA,2.png,empty.png,0,None,None,None,space
trials,117,1,31,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,117,1,32,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,117,1,33,2,2,negative,2276.JPG,24.png,0,None,None,None,None
trials,117,1,34,2,1,negative,3300.JPG,14.png,0,None,None,None,None
trials,117,1,35,2,1,negative,9041.JPG,10.png,0,None,None,None,None
