phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,146,1,1,2,1,positive,1620.JPG,20.png,0,None,None,None,None
trials,146,1,2,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,3,2,1,negative,2900.1.JPG,24.png,0,None,None,None,None
trials,146,1,4,2,1,neutral,7705.JPG,1.png,0,None,None,None,None
trials,146,1,5,2,NA,NA,empty.png,2304.JPG,0,None,None,None,None
trials,146,1,6,2,NA,NA,1670.JPG,7060.JPG,0,None,None,None,None
trials,146,1,7,2,2,negative,2900.1.JPG,24.png,0,None,None,None,None
trials,146,1,8,2,1,neutral,7080.JPG,11.png,0,None,None,None,None
trials,146,1,9,2,3,negative,2900.1.JPG,24.png,0,None,None,None,None
trials,146,1,10,2,NA,NA,15.png,empty.png,0,None,None,None,None
trials,146,1,11,2,NA,NA,1230.JPG,2357.JPG,0,None,None,None,None
trials,146,1,12,2,NA,NA,25.png,6.png,0,None,None,None,None
trials,146,1,13,2,2,positive,1620.JPG,20.png,0,None,None,None,None
trials,146,1,14,2,1,neutral,7000.JPG,5.png,0,None,None,None,None
trials,146,1,15,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,16,2,1,positive,1463.JPG,18.png,0,None,None,None,None
trials,146,1,17,2,NA,NA,1275.JPG,empty.png,0,None,None,None,None
trials,146,1,18,2,1,negative,9041.JPG,7.png,0,None,None,None,None
trials,146,1,19,2,1,negative,2399.JPG,10.png,0,None,None,None,None
trials,146,1,20,2,NA,NA,15.png,empty.png,0,None,None,None,None
trials,146,1,21,2,1,negative,2276.JPG,4.png,0,None,None,None,None
trials,146,1,22,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,23,2,2,positive,1463.JPG,18.png,0,None,None,None,None
trials,146,1,24,2,1,negative,2312.JPG,26.png,0,None,None,None,None
trials,146,1,25,2,1,negative,2750.JPG,14.png,0,None,None,None,None
trials,146,1,26,2,NA,NA,13.png,empty.png,0,None,None,None,None
trials,146,1,27,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,28,2,2,negative,2399.JPG,10.png,0,None,None,None,None
trials,146,1,29,2,NA,NA,22.png,empty.png,0,None,None,None,None
trials,146,1,30,2,3,negative,2399.JPG,10.png,0,None,None,None,None
trials,146,1,31,2,2,neutral,7705.JPG,1.png,0,None,None,None,None
trials,146,1,32,2,NA,NA,27.png,2.png,0,None,None,None,None
trials,146,1,33,2,2,neutral,7080.JPG,11.png,0,None,None,None,None
trials,146,1,34,2,NA,NA,empty.png,22.png,0,None,None,None,None
trials,146,1,35,2,NA,NA,1945.JPG,8500.JPG,0,None,None,None,None
trials,146,1,36,2,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,146,1,37,2,NA,NA,19.png,16.png,0,None,None,None,None
trials,146,1,38,2,3,neutral,7080.JPG,11.png,0,None,None,None,None
trials,146,1,39,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,40,2,NA,NA,27.png,2.png,0,None,None,None,None
trials,146,1,41,2,1,positive,1440.JPG,3.png,0,None,None,None,None
trials,146,1,42,2,NA,NA,19.png,16.png,0,None,None,None,None
trials,146,1,43,2,NA,NA,empty.png,2304.JPG,0,None,None,None,None
trials,146,1,44,2,2,positive,1440.JPG,3.png,0,None,None,None,None
trials,146,1,45,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,46,2,2,negative,2276.JPG,4.png,0,None,None,None,None
trials,146,1,47,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,48,2,2,negative,2312.JPG,26.png,0,None,None,None,None
trials,146,1,49,2,NA,NA,2510.JPG,9561.JPG,0,None,None,None,None
trials,146,1,50,2,1,positive,1500.JPG,17.png,0,None,None,None,None
trials,146,1,51,2,2,negative,2750.JPG,14.png,0,None,None,None,None
trials,146,1,52,2,NA,NA,2520.JPG,1390.JPG,0,None,None,None,None
trials,146,1,53,2,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,146,1,54,2,NA,NA,13.png,empty.png,0,None,None,None,None
trials,146,1,55,2,NA,NA,15.png,empty.png,0,None,None,None,None
trials,146,1,56,2,1,positive,1540.JPG,23.png,0,None,None,None,None
trials,146,1,57,2,3,positive,1463.JPG,18.png,0,None,None,None,None
trials,146,1,58,2,NA,NA,1670.JPG,7060.JPG,0,None,None,None,None
trials,146,1,59,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,146,1,60,2,4,negative,2900.1.JPG,24.png,1,7,6,5,None
trials,146,1,61,2,1,positive,1721.JPG,8.png,0,None,None,None,None
trials,146,1,62,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,63,2,NA,NA,25.png,6.png,0,None,None,None,None
trials,146,1,64,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,146,1,65,2,2,positive,1540.JPG,23.png,0,None,None,None,None
