phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,120,1,1,1,1,neutral,5.png,7004.JPG,0,None,None,None,space
trials,120,1,2,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,3,1,1,negative,10.png,9041.JPG,0,None,None,None,None
trials,120,1,4,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,5,1,NA,NA,1670.JPG,empty.png,0,None,None,None,None
trials,120,1,6,1,1,neutral,21.png,7000.JPG,0,None,None,None,None
trials,120,1,7,1,1,positive,3.png,1600.JPG,0,None,None,None,None
trials,120,1,8,1,1,positive,20.png,1750.JPG,0,None,None,None,None
trials,120,1,9,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,10,1,2,positive,3.png,1600.JPG,0,None,None,None,None
trials,120,1,11,1,1,neutral,1.png,7090.JPG,0,None,None,None,None
trials,120,1,12,1,NA,NA,19.png,empty.png,0,None,None,None,None
trials,120,1,13,1,NA,NA,1945.JPG,2357.JPG,0,None,None,None,None
trials,120,1,14,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,15,1,1,negative,14.png,9331.JPG,0,None,None,None,None
trials,120,1,16,1,NA,NA,2310.JPG,8330.JPG,0,None,None,None,None
trials,120,1,17,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,18,1,2,positive,20.png,1750.JPG,0,None,None,None,None
trials,120,1,19,1,1,negative,24.png,2312.JPG,0,None,None,None,None
trials,120,1,20,1,2,negative,10.png,9041.JPG,0,None,None,None,None
trials,120,1,21,1,1,positive,8.png,1540.JPG,0,None,None,None,None
trials,120,1,22,1,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,120,1,23,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,24,1,NA,NA,1390.JPG,8500.JPG,0,None,None,None,None
trials,120,1,25,1,1,negative,4.png,2753.JPG,0,None,None,None,None
trials,120,1,26,1,1,neutral,12.png,7705.JPG,0,None,None,None,None
trials,120,1,27,1,NA,NA,13.png,empty.png,0,None,None,None,None
trials,120,1,28,1,2,negative,14.png,9331.JPG,0,None,None,None,None
trials,120,1,29,1,1,positive,17.png,1440.JPG,0,None,None,None,None
trials,120,1,30,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,31,1,1,neutral,11.png,7175.JPG,0,None,None,None,None
trials,120,1,32,1,NA,NA,2304.JPG,9561.JPG,0,None,None,None,None
trials,120,1,33,1,NA,NA,16.png,27.png,0,None,None,None,None
trials,120,1,34,1,NA,NA,2310.JPG,8330.JPG,0,None,None,None,None
trials,120,1,35,1,1,negative,26.png,2399.JPG,0,None,None,None,None
trials,120,1,36,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,37,1,1,positive,18.png,1604.JPG,0,None,None,None,None
trials,120,1,38,1,1,negative,7.png,3300.JPG,0,None,None,None,None
trials,120,1,39,1,2,positive,17.png,1440.JPG,0,None,None,None,None
trials,120,1,40,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,41,1,3,negative,14.png,9331.JPG,0,None,None,None,None
trials,120,1,42,1,2,neutral,1.png,7090.JPG,0,None,None,None,None
trials,120,1,43,1,2,negative,24.png,2312.JPG,0,None,None,None,None
trials,120,1,44,1,2,neutral,11.png,7175.JPG,0,None,None,None,None
trials,120,1,45,1,1,neutral,9.png,7009.JPG,0,None,None,None,None
trials,120,1,46,1,2,positive,8.png,1540.JPG,0,None,None,None,None
trials,120,1,47,1,NA,NA,2520.JPG,empty.png,0,None,None,None,None
trials,120,1,48,1,2,neutral,5.png,7004.JPG,0,None,None,None,space
trials,120,1,49,1,NA,NA,25.png,empty.png,0,None,None,None,None
trials,120,1,50,1,3,positive,8.png,1540.JPG,0,None,None,None,None
trials,120,1,51,1,2,neutral,21.png,7000.JPG,0,None,None,None,None
trials,120,1,52,1,2,negative,4.png,2753.JPG,0,None,None,None,None
trials,120,1,53,1,NA,NA,22.png,2.png,0,None,None,None,None
trials,120,1,54,1,3,positive,17.png,1440.JPG,0,None,None,None,None
trials,120,1,55,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,56,1,NA,NA,empty.png,13.png,0,None,None,None,None
trials,120,1,57,1,2,positive,18.png,1604.JPG,0,None,None,None,None
trials,120,1,58,1,NA,NA,1945.JPG,2357.JPG,0,None,None,None,None
trials,120,1,59,1,NA,NA,22.png,2.png,0,None,None,None,None
trials,120,1,60,1,NA,NA,15.png,6.png,0,None,None,None,None
trials,120,1,61,1,3,neutral,11.png,7175.JPG,0,None,None,None,None
trials,120,1,62,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,63,1,2,neutral,12.png,7705.JPG,0,None,None,None,None
trials,120,1,64,1,4,neutral,11.png,7175.JPG,1,0,8,7,None
trials,120,1,65,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,66,1,3,negative,24.png,2312.JPG,0,None,None,None,None
trials,120,1,67,1,3,neutral,1.png,7090.JPG,0,None,None,None,None
trials,120,1,68,1,NA,NA,1230.JPG,empty.png,0,None,None,None,None
trials,120,1,69,1,NA,NA,7060.JPG,2510.JPG,0,None,None,None,None
trials,120,1,70,1,3,positive,3.png,1600.JPG,0,None,None,None,None
trials,120,1,71,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,120,1,72,1,NA,NA,1390.JPG,8500.JPG,0,None,None,None,None
