phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,112,18.png,positive,negative,16
globalratings,112,9.png,neutral,neutral,16
globalratings,112,4.png,negative,positive,16
globalratings,112,1.png,neutral,neutral,16
globalratings,112,7.png,negative,positive,16
globalratings,112,17.png,positive,negative,17
globalratings,112,5.png,neutral,neutral,16
globalratings,112,23.png,positive,negative,15
globalratings,112,3.png,positive,negative,16
globalratings,112,12.png,neutral,neutral,16
globalratings,112,26.png,negative,positive,16
globalratings,112,24.png,negative,positive,16
globalratings,112,21.png,neutral,neutral,16
globalratings,112,10.png,negative,positive,16
globalratings,112,11.png,neutral,neutral,16
globalratings,112,20.png,positive,negative,16
globalratings,112,14.png,negative,positive,16
globalratings,112,8.png,positive,negative,16
c2ratings,112,10.png,negative,positive,15
c2ratings,112,11.png,neutral,neutral,15
c2ratings,112,17.png,positive,negative,15
c2ratings,112,5.png,neutral,neutral,15
c2ratings,112,8.png,positive,negative,15
c2ratings,112,18.png,positive,negative,15
c2ratings,112,12.png,neutral,neutral,15
c2ratings,112,23.png,positive,negative,15
c2ratings,112,24.png,negative,positive,15
c2ratings,112,7.png,negative,positive,15
c2ratings,112,26.png,negative,positive,15
c2ratings,112,1.png,neutral,neutral,15
c2ratings,112,3.png,positive,negative,15
c2ratings,112,14.png,negative,positive,15
c2ratings,112,20.png,positive,negative,15
c2ratings,112,9.png,neutral,neutral,15
c2ratings,112,21.png,neutral,neutral,15
c2ratings,112,4.png,negative,positive,15
c1ratings,112,11.png,neutral,neutral,15
c1ratings,112,7.png,negative,positive,15
c1ratings,112,5.png,neutral,neutral,15
c1ratings,112,8.png,positive,negative,15
c1ratings,112,20.png,positive,negative,15
c1ratings,112,9.png,neutral,neutral,15
c1ratings,112,21.png,neutral,neutral,15
c1ratings,112,23.png,positive,negative,15
c1ratings,112,17.png,positive,negative,15
c1ratings,112,18.png,positive,negative,15
c1ratings,112,26.png,negative,positive,15
c1ratings,112,12.png,neutral,neutral,15
c1ratings,112,1.png,neutral,neutral,15
c1ratings,112,24.png,negative,positive,15
c1ratings,112,10.png,negative,positive,15
c1ratings,112,4.png,negative,positive,15
c1ratings,112,14.png,negative,positive,15
c1ratings,112,3.png,positive,negative,15
