phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,138,20.png,positive,negative,16
globalratings,138,12.png,neutral,neutral,10
globalratings,138,14.png,negative,positive,12
globalratings,138,21.png,neutral,neutral,10
globalratings,138,11.png,neutral,neutral,9
globalratings,138,8.png,positive,negative,9
globalratings,138,9.png,neutral,neutral,13
globalratings,138,1.png,neutral,neutral,14
globalratings,138,4.png,negative,positive,9
globalratings,138,23.png,positive,negative,10
globalratings,138,17.png,positive,negative,11
globalratings,138,3.png,positive,negative,13
globalratings,138,18.png,positive,negative,6
globalratings,138,7.png,negative,positive,10
globalratings,138,26.png,negative,positive,11
globalratings,138,10.png,negative,positive,9
globalratings,138,5.png,neutral,neutral,14
globalratings,138,24.png,negative,positive,12
c2ratings,138,26.png,negative,positive,13
c2ratings,138,5.png,neutral,neutral,14
c2ratings,138,12.png,neutral,neutral,13
c2ratings,138,7.png,negative,positive,14
c2ratings,138,18.png,positive,negative,7
c2ratings,138,9.png,neutral,neutral,12
c2ratings,138,3.png,positive,negative,12
c2ratings,138,21.png,neutral,neutral,13
c2ratings,138,24.png,negative,positive,13
c2ratings,138,8.png,positive,negative,10
c2ratings,138,14.png,negative,positive,9
c2ratings,138,23.png,positive,negative,5
c2ratings,138,11.png,neutral,neutral,4
c2ratings,138,1.png,neutral,neutral,12
c2ratings,138,10.png,negative,positive,9
c2ratings,138,4.png,negative,positive,11
c2ratings,138,17.png,positive,negative,10
c2ratings,138,20.png,positive,negative,15
c1ratings,138,1.png,neutral,neutral,8
c1ratings,138,7.png,negative,positive,10
c1ratings,138,9.png,neutral,neutral,8
c1ratings,138,18.png,positive,negative,4
c1ratings,138,3.png,positive,negative,10
c1ratings,138,24.png,negative,positive,9
c1ratings,138,10.png,negative,positive,6
c1ratings,138,11.png,neutral,neutral,2
c1ratings,138,21.png,neutral,neutral,7
c1ratings,138,26.png,negative,positive,10
c1ratings,138,23.png,positive,negative,7
c1ratings,138,17.png,positive,negative,8
c1ratings,138,5.png,neutral,neutral,12
c1ratings,138,14.png,negative,positive,9
c1ratings,138,4.png,negative,positive,8
c1ratings,138,12.png,neutral,neutral,7
c1ratings,138,8.png,positive,negative,6
c1ratings,138,20.png,positive,negative,14
