subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
12,cs29.bmp,14,1645678,1649111
12,cs19.bmp,9,1649915,1654583
12,cs8.bmp,12,1655287,1659567
12,cs4.bmp,10,1660271,1662223
12,cs1.bmp,11,1662919,1667486
12,cs3.bmp,14,1668187,1673391
12,cs30.bmp,18,1674093,1676935
12,cs18.bmp,15,1677659,1681975
12,cs23.bmp,14,1682677,1687095
12,cs28.bmp,9,1687794,1691407
12,cs15.bmp,13,1692110,1694855
12,cs26.bmp,13,1695555,1699607
12,cs27.bmp,16,1700307,1703399
12,cs10.bmp,4,1704095,1706231
12,cs25.bmp,14,1706929,1708895
12,cs22.bmp,14,1709597,1711623
12,cs16.bmp,9,1712327,1716887
12,cs14.bmp,12,1717584,1722119
12,cs21.bmp,15,1722819,1725951
12,cs5.bmp,14,1726653,1728871
12,cs24.bmp,9,1729568,1733039
12,cs17.bmp,15,1733743,1736534
12,cs6.bmp,14,1737238,1739895
12,cs20.bmp,14,1740600,1742559
12,cs12.bmp,16,1743259,1745863
12,cs2.bmp,13,1746564,1749439
12,cs11.bmp,9,1750139,1752327
12,cs9.bmp,5,1753031,1755199
12,cs13.bmp,15,1755902,1757823
12,cs7.bmp,9,1758524,1761175
