subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
6,cs11.bmp,12,1401604,1404832
6,cs1.bmp,9,1405586,1408312
6,cs5.bmp,7,1408968,1413433
6,cs28.bmp,6,1414089,1416553
6,cs12.bmp,11,1417208,1420400
6,cs24.bmp,11,1421059,1422944
6,cs4.bmp,8,1423597,1425176
6,cs6.bmp,4,1425828,1427760
6,cs22.bmp,11,1428416,1432041
6,cs20.bmp,7,1432698,1434697
6,cs13.bmp,10,1435347,1441328
6,cs7.bmp,9,1441977,1443664
6,cs9.bmp,12,1444321,1448857
6,cs16.bmp,7,1449507,1451417
6,cs2.bmp,11,1452067,1454672
6,cs19.bmp,9,1455327,1456840
6,cs15.bmp,5,1457502,1459776
6,cs29.bmp,6,1460426,1464752
6,cs3.bmp,3,1465407,1467585
6,cs14.bmp,9,1468238,1469985
6,cs8.bmp,11,1470642,1472088
6,cs18.bmp,9,1472735,1478144
6,cs25.bmp,13,1478795,1480688
6,cs10.bmp,8,1481344,1486489
6,cs23.bmp,9,1487145,1488497
6,cs17.bmp,13,1489144,1490680
6,cs30.bmp,14,1491335,1493880
6,cs26.bmp,16,1494539,1496352
6,cs27.bmp,11,1497004,1498840
6,cs21.bmp,12,1499494,1501225
