subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
3,cs15.bmp,6,1577947,1584310
3,cs14.bmp,10,1585061,1587238
3,cs21.bmp,12,1587892,1590663
3,cs5.bmp,9,1591317,1593135
3,cs6.bmp,6,1593785,1600022
3,cs19.bmp,14,1600679,1603326
3,cs16.bmp,11,1603985,1605903
3,cs20.bmp,6,1606563,1608815
3,cs27.bmp,9,1609469,1613287
3,cs25.bmp,12,1613939,1616054
3,cs26.bmp,12,1616703,1618294
3,cs17.bmp,13,1618950,1623607
3,cs11.bmp,6,1624261,1626599
3,cs23.bmp,9,1627260,1630351
3,cs24.bmp,12,1631011,1634742
3,cs3.bmp,12,1635398,1641151
3,cs8.bmp,11,1641814,1644279
3,cs28.bmp,9,1644929,1655238
3,cs29.bmp,6,1655892,1660095
3,cs22.bmp,11,1660752,1664887
3,cs7.bmp,13,1665539,1668366
3,cs1.bmp,13,1669129,1671238
3,cs13.bmp,11,1671892,1674190
3,cs10.bmp,13,1674846,1678687
3,cs2.bmp,5,1679358,1682415
3,cs12.bmp,13,1683072,1686286
3,cs4.bmp,10,1686941,1689262
3,cs30.bmp,12,1689918,1692334
3,cs18.bmp,4,1692988,1699495
3,cs9.bmp,5,1700156,1702094
