subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
8,cs13.bmp,11,1700554,1709189
8,cs19.bmp,9,1709952,1717900
8,cs4.bmp,9,1718552,1721889
8,cs30.bmp,17,1722549,1725976
8,cs21.bmp,17,1726634,1728890
8,cs2.bmp,15,1729550,1733741
8,cs9.bmp,2,1734411,1737393
8,cs20.bmp,17,1738044,1740285
8,cs26.bmp,17,1740942,1743025
8,cs28.bmp,5,1743679,1746323
8,cs18.bmp,8,1746972,1749727
8,cs22.bmp,11,1750385,1754747
8,cs7.bmp,5,1755397,1759709
8,cs16.bmp,10,1760361,1764885
8,cs23.bmp,9,1765538,1771142
8,cs6.bmp,10,1771799,1774030
8,cs24.bmp,9,1774680,1780090
8,cs12.bmp,9,1780750,1784901
8,cs5.bmp,13,1785549,1789995
8,cs17.bmp,15,1790644,1792492
8,cs11.bmp,6,1793150,1796933
8,cs27.bmp,12,1797585,1800132
8,cs3.bmp,11,1800785,1802931
8,cs15.bmp,4,1803585,1809645
8,cs25.bmp,4,1810305,1813146
8,cs1.bmp,5,1813798,1822979
8,cs8.bmp,11,1823635,1825956
8,cs10.bmp,5,1826609,1828625
8,cs29.bmp,3,1829280,1831521
8,cs14.bmp,7,1832175,1834219
