subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
52,cs22.bmp,7,1489855,1494955
52,cs2.bmp,9,1495708,1498859
52,cs20.bmp,11,1499513,1509771
52,cs8.bmp,11,1510421,1513930
52,cs23.bmp,9,1514586,1520005
52,cs17.bmp,6,1520654,1523480
52,cs28.bmp,5,1524137,1527405
52,cs12.bmp,3,1528056,1532747
52,cs1.bmp,9,1533398,1536437
52,cs6.bmp,14,1537090,1540548
52,cs26.bmp,8,1541198,1548427
52,cs29.bmp,14,1549080,1553824
52,cs3.bmp,16,1554484,1558907
52,cs5.bmp,7,1559563,1565080
52,cs24.bmp,13,1565739,1568362
52,cs19.bmp,12,1569022,1571839
52,cs13.bmp,5,1572497,1576485
52,cs16.bmp,18,1577140,1579785
52,cs14.bmp,15,1580434,1584461
52,cs18.bmp,2,1585116,1587341
52,cs27.bmp,17,1587998,1590679
52,cs15.bmp,14,1591328,1597575
52,cs7.bmp,11,1598234,1600804
52,cs9.bmp,6,1601458,1603539
52,cs25.bmp,4,1604199,1609234
52,cs11.bmp,0,1609892,1614806
52,cs21.bmp,8,1615460,1617887
52,cs10.bmp,14,1618541,1621306
52,cs4.bmp,14,1621964,1624825
52,cs30.bmp,16,1625481,1629482
