phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,41,1,1,2,1,positive,10.png,1750.JPG,0,None,None,None,None
trials,41,1,2,2,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,41,1,3,2,1,neutral,20.png,empty.png,0,None,None,None,None
trials,41,1,4,2,1,neutral,12.png,7233.JPG,0,None,None,None,None
trials,41,1,5,2,NA,NA,13.png,19.png,0,None,None,None,None
trials,41,1,6,2,1,negative,18.png,9265.JPG,0,None,None,None,None
trials,41,1,7,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,8,2,1,negative,8.png,empty.png,0,None,None,None,None
trials,41,1,9,2,NA,NA,5780.JPG,5250.JPG,0,None,None,None,None
trials,41,1,10,2,NA,NA,5720.JPG,5970.JPG,0,None,None,None,None
trials,41,1,11,2,1,neutral,7.png,empty.png,0,None,None,None,None
trials,41,1,12,2,NA,NA,5780.JPG,5250.JPG,0,None,None,None,None
trials,41,1,13,2,2,negative,8.png,empty.png,0,None,None,None,None
trials,41,1,14,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,15,2,2,neutral,7.png,empty.png,0,None,None,None,None
trials,41,1,16,2,NA,NA,5720.JPG,5970.JPG,0,None,None,None,None
trials,41,1,17,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,18,2,2,negative,18.png,9265.JPG,0,None,None,None,None
trials,41,1,19,2,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,41,1,20,2,1,positive,26.png,empty.png,0,None,None,None,None
trials,41,1,21,2,1,negative,21.png,empty.png,0,None,None,None,None
trials,41,1,22,2,1,negative,17.png,2100.JPG,0,None,None,None,None
trials,41,1,23,2,NA,NA,6.png,16.png,0,None,None,None,None
trials,41,1,24,2,2,positive,26.png,empty.png,0,None,None,None,None
trials,41,1,25,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,26,2,NA,NA,empty.png,15.png,0,None,None,None,None
trials,41,1,27,2,1,negative,1.png,empty.png,0,None,None,None,None
trials,41,1,28,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,29,2,NA,NA,empty.png,15.png,0,None,None,None,None
trials,41,1,30,2,3,negative,8.png,empty.png,0,None,None,None,None
trials,41,1,31,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,32,2,NA,NA,6.png,16.png,0,None,None,None,None
trials,41,1,33,2,NA,NA,22.png,empty.png,0,None,None,None,None
trials,41,1,34,2,1,positive,11.png,empty.png,0,None,None,None,None
trials,41,1,35,2,NA,NA,13.png,19.png,0,None,None,None,None
trials,41,1,36,2,1,neutral,4.png,7025.JPG,0,None,None,None,None
trials,41,1,37,2,1,neutral,3.png,empty.png,0,None,None,None,None
trials,41,1,38,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,39,2,NA,NA,13.png,19.png,0,None,None,None,None
trials,41,1,40,2,NA,NA,empty.png,9000.JPG,0,None,None,None,None
trials,41,1,41,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,42,2,NA,NA,27.png,25.png,0,None,None,None,None
trials,41,1,43,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,44,2,2,neutral,4.png,7025.JPG,0,None,None,None,None
trials,41,1,45,2,2,positive,10.png,1750.JPG,0,None,None,None,None
trials,41,1,46,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,47,2,NA,NA,2.png,empty.png,0,None,None,None,None
trials,41,1,48,2,1,positive,23.png,empty.png,0,None,None,None,None
trials,41,1,49,2,2,negative,17.png,2100.JPG,0,None,None,None,None
trials,41,1,50,2,NA,NA,empty.png,2.png,0,None,None,None,None
trials,41,1,51,2,NA,NA,9280.JPG,5611.JPG,0,None,None,None,None
trials,41,1,52,2,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,41,1,53,2,1,neutral,14.png,7002.JPG,0,None,None,None,None
trials,41,1,54,2,2,neutral,3.png,empty.png,0,None,None,None,None
trials,41,1,55,2,2,negative,1.png,empty.png,0,None,None,None,None
trials,41,1,56,2,NA,NA,5720.JPG,5970.JPG,0,None,None,None,None
trials,41,1,57,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,41,1,58,2,3,negative,1.png,empty.png,0,None,None,None,None
