phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,49,1,1,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,2,2,1,neutral,empty.png,3.png,0,None,None,None,None
trials,49,1,3,2,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,49,1,4,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,5,2,NA,NA,16.png,19.png,0,None,None,None,None
trials,49,1,6,2,1,negative,2276.JPG,5.png,0,None,None,None,None
trials,49,1,7,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,8,2,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,49,1,9,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,10,2,1,positive,1540.JPG,24.png,0,None,None,None,None
trials,49,1,11,2,1,neutral,7705.JPG,4.png,0,None,None,None,None
trials,49,1,12,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,49,1,13,2,1,neutral,7233.JPG,12.png,0,None,None,None,None
trials,49,1,14,2,2,neutral,7705.JPG,4.png,0,None,None,None,None
trials,49,1,15,2,2,neutral,7233.JPG,12.png,0,None,None,None,None
trials,49,1,16,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,49,1,17,2,NA,NA,empty.png,25.png,0,None,None,None,None
trials,49,1,18,2,3,neutral,7705.JPG,4.png,0,None,None,None,None
trials,49,1,19,2,1,positive,empty.png,11.png,0,None,None,None,None
trials,49,1,20,2,NA,NA,5970.JPG,5250.JPG,0,None,None,None,None
trials,49,1,21,2,1,positive,1610.JPG,10.png,0,None,None,None,None
trials,49,1,22,2,NA,NA,22.png,13.png,0,None,None,None,None
trials,49,1,23,2,2,positive,1610.JPG,10.png,0,None,None,None,None
trials,49,1,24,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,25,2,NA,NA,empty.png,27.png,0,None,None,None,None
trials,49,1,26,2,1,negative,empty.png,21.png,0,None,None,None,None
trials,49,1,27,2,1,neutral,empty.png,7.png,0,None,None,None,None
trials,49,1,28,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,29,2,1,neutral,7175.JPG,14.png,0,None,None,None,None
trials,49,1,30,2,2,neutral,empty.png,3.png,0,None,None,None,None
trials,49,1,31,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,32,2,1,negative,empty.png,1.png,0,None,None,None,None
trials,49,1,33,2,NA,NA,5970.JPG,5250.JPG,0,None,None,None,None
trials,49,1,34,2,3,positive,1610.JPG,10.png,0,None,None,None,None
trials,49,1,35,2,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,49,1,36,2,2,negative,empty.png,1.png,0,None,None,None,None
trials,49,1,37,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,38,2,NA,NA,9280.JPG,5720.JPG,0,None,None,None,None
trials,49,1,39,2,1,negative,empty.png,8.png,0,None,None,None,None
trials,49,1,40,2,1,negative,3300.JPG,18.png,0,None,None,None,None
trials,49,1,41,2,NA,NA,22.png,13.png,0,None,None,None,None
trials,49,1,42,2,2,neutral,7175.JPG,14.png,0,None,None,None,None
trials,49,1,43,2,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,49,1,44,2,2,positive,empty.png,11.png,0,None,None,None,None
trials,49,1,45,2,NA,NA,16.png,19.png,0,None,None,None,None
trials,49,1,46,2,2,negative,2276.JPG,5.png,0,None,None,None,None
trials,49,1,47,2,2,neutral,empty.png,7.png,0,None,None,None,None
trials,49,1,48,2,3,neutral,7175.JPG,14.png,0,None,None,None,None
trials,49,1,49,2,3,neutral,empty.png,3.png,0,None,None,None,None
trials,49,1,50,2,2,positive,1540.JPG,24.png,0,None,None,None,None
trials,49,1,51,2,1,positive,empty.png,23.png,0,None,None,None,None
trials,49,1,52,2,2,negative,3300.JPG,18.png,0,None,None,None,None
trials,49,1,53,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,49,1,54,2,NA,NA,9000.JPG,5870.JPG,0,None,None,None,None
