phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,46,1,1,2,1,negative,5.png,2276.JPG,0,None,None,None,None
trials,46,1,2,2,1,positive,11.png,empty.png,0,None,None,None,None
trials,46,1,3,2,NA,NA,empty.png,9000.JPG,0,None,None,None,None
trials,46,1,4,2,1,neutral,14.png,7035.JPG,0,None,None,None,None
trials,46,1,5,2,NA,NA,27.png,15.png,0,None,None,None,None
trials,46,1,6,2,NA,NA,25.png,22.png,0,None,None,None,None
trials,46,1,7,2,NA,NA,5970.JPG,5780.JPG,0,None,None,None,None
trials,46,1,8,2,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,46,1,9,2,1,neutral,7.png,empty.png,0,None,None,None,None
trials,46,1,10,2,1,positive,10.png,1721.JPG,0,None,None,None,None
trials,46,1,11,2,NA,NA,5870.JPG,5250.JPG,0,None,None,None,None
trials,46,1,12,2,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,46,1,13,2,NA,NA,27.png,15.png,0,None,None,None,None
trials,46,1,14,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,15,2,1,neutral,4.png,7002.JPG,0,None,None,None,None
trials,46,1,16,2,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,46,1,17,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,18,2,NA,NA,9280.JPG,empty.png,0,None,None,None,None
trials,46,1,19,2,2,neutral,7.png,empty.png,0,None,None,None,None
trials,46,1,20,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,21,2,NA,NA,5870.JPG,5250.JPG,0,None,None,None,None
trials,46,1,22,2,2,positive,11.png,empty.png,0,None,None,None,None
trials,46,1,23,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,24,2,NA,NA,2.png,empty.png,0,None,None,None,None
trials,46,1,25,2,1,negative,21.png,empty.png,0,None,None,None,None
trials,46,1,26,2,NA,NA,27.png,15.png,0,None,None,None,None
