phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,51,1,1,2,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,51,1,2,2,1,neutral,5.png,empty.png,0,None,None,None,None
trials,51,1,3,2,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,51,1,4,2,1,negative,10.png,empty.png,0,None,None,None,None
trials,51,1,5,2,1,neutral,17.png,7009.JPG,0,None,None,None,None
trials,51,1,6,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,7,2,1,neutral,23.png,empty.png,0,None,None,None,None
trials,51,1,8,2,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,51,1,9,2,NA,NA,22.png,15.png,0,None,None,None,None
trials,51,1,10,2,2,neutral,23.png,empty.png,0,None,None,None,None
trials,51,1,11,2,2,negative,10.png,empty.png,0,None,None,None,None
trials,51,1,12,2,1,positive,1.png,empty.png,0,None,None,None,None
trials,51,1,13,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,14,2,2,positive,1.png,empty.png,0,None,None,None,None
trials,51,1,15,2,1,negative,18.png,2141.JPG,0,None,None,None,None
trials,51,1,16,2,NA,NA,5660.JPG,5250.JPG,0,None,None,None,None
trials,51,1,17,2,1,neutral,24.png,7233.JPG,0,None,None,None,None
trials,51,1,18,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,19,2,1,negative,4.png,3300.JPG,0,None,None,None,None
trials,51,1,20,2,NA,NA,19.png,empty.png,0,None,None,None,None
trials,51,1,21,2,1,neutral,26.png,7080.JPG,0,None,None,None,None
trials,51,1,22,2,1,positive,8.png,empty.png,0,None,None,None,None
trials,51,1,23,2,1,positive,9.png,1540.JPG,0,None,None,None,None
trials,51,1,24,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,25,2,NA,NA,empty.png,25.png,0,None,None,None,None
trials,51,1,26,2,2,positive,9.png,1540.JPG,0,None,None,None,None
trials,51,1,27,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,28,2,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,51,1,29,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,51,1,30,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,31,2,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,51,1,32,2,1,negative,11.png,empty.png,0,None,None,None,None
trials,51,1,33,2,1,negative,14.png,empty.png,0,None,None,None,None
trials,51,1,34,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,35,2,1,positive,12.png,1590.JPG,0,None,None,None,None
trials,51,1,36,2,NA,NA,empty.png,19.png,0,None,None,None,None
trials,51,1,37,2,2,neutral,24.png,7233.JPG,0,None,None,None,None
trials,51,1,38,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,51,1,39,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,40,2,NA,NA,5660.JPG,5250.JPG,0,None,None,None,None
trials,51,1,41,2,2,negative,18.png,2141.JPG,0,None,None,None,None
trials,51,1,42,2,3,positive,9.png,1540.JPG,0,None,None,None,None
trials,51,1,43,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,44,2,2,negative,11.png,empty.png,0,None,None,None,None
trials,51,1,45,2,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,51,1,46,2,NA,NA,6.png,2.png,0,None,None,None,None
trials,51,1,47,2,NA,NA,5660.JPG,5250.JPG,0,None,None,None,None
trials,51,1,48,2,3,neutral,23.png,empty.png,0,None,None,None,None
trials,51,1,49,2,4,positive,9.png,1540.JPG,1,0,0,10,None
trials,51,1,50,2,3,neutral,24.png,7233.JPG,0,None,None,None,None
trials,51,1,51,2,1,positive,21.png,empty.png,0,None,None,None,None
trials,51,1,52,2,3,negative,10.png,empty.png,0,None,None,None,None
trials,51,1,53,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,54,2,1,positive,7.png,1750.JPG,0,None,None,None,None
trials,51,1,55,2,2,positive,8.png,empty.png,0,None,None,None,None
trials,51,1,56,2,3,positive,1.png,empty.png,0,None,None,None,None
trials,51,1,57,2,3,negative,11.png,empty.png,0,None,None,None,None
trials,51,1,58,2,2,neutral,17.png,7009.JPG,0,None,None,None,None
trials,51,1,59,2,2,negative,4.png,3300.JPG,0,None,None,None,None
trials,51,1,60,2,NA,NA,22.png,15.png,0,None,None,None,None
trials,51,1,61,2,2,positive,21.png,empty.png,0,None,None,None,None
trials,51,1,62,2,3,positive,8.png,empty.png,0,None,None,None,None
trials,51,1,63,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,64,2,3,neutral,17.png,7009.JPG,0,None,None,None,None
trials,51,1,65,2,2,positive,12.png,1590.JPG,0,None,None,None,None
trials,51,1,66,2,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,51,1,67,2,NA,NA,5870.JPG,9280.JPG,0,None,None,None,None
trials,51,1,68,2,3,negative,18.png,2141.JPG,0,None,None,None,None
trials,51,1,69,2,2,neutral,5.png,empty.png,0,None,None,None,None
trials,51,1,70,2,NA,NA,22.png,15.png,0,None,None,None,None
trials,51,1,71,2,NA,NA,19.png,empty.png,0,None,None,None,None
trials,51,1,72,2,4,negative,10.png,empty.png,1,0,5,5,None
trials,51,1,73,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,74,2,3,negative,4.png,3300.JPG,0,None,None,None,None
trials,51,1,75,2,3,positive,21.png,empty.png,0,None,None,None,None
trials,51,1,76,2,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,51,1,77,2,3,neutral,5.png,empty.png,0,None,None,None,None
trials,51,1,78,2,1,neutral,3.png,empty.png,0,None,None,None,None
trials,51,1,79,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,80,2,4,neutral,17.png,7009.JPG,1,0,0,10,None
trials,51,1,81,2,NA,NA,13.png,empty.png,0,None,None,None,None
trials,51,1,82,2,4,positive,1.png,empty.png,1,0,5,5,None
trials,51,1,83,2,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,51,1,84,2,2,negative,14.png,empty.png,0,None,None,None,None
trials,51,1,85,2,2,neutral,3.png,empty.png,0,None,None,None,None
trials,51,1,86,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,51,1,87,2,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,51,1,88,2,1,negative,20.png,9331.JPG,0,None,None,None,None
trials,51,1,89,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,90,2,3,neutral,3.png,empty.png,0,None,None,None,None
trials,51,1,91,2,4,negative,4.png,3300.JPG,1,10,0,0,None
trials,51,1,92,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,93,2,4,neutral,23.png,empty.png,1,0,5,5,None
trials,51,1,94,2,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,51,1,95,2,2,neutral,26.png,7080.JPG,0,None,None,None,None
trials,51,1,96,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,97,2,NA,NA,empty.png,25.png,0,None,None,None,None
trials,51,1,98,2,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,51,1,99,2,NA,NA,6.png,2.png,0,None,None,None,None
trials,51,1,100,2,NA,NA,5870.JPG,9280.JPG,0,None,None,None,None
trials,51,1,101,2,2,positive,7.png,1750.JPG,0,None,None,None,None
trials,51,1,102,2,3,neutral,26.png,7080.JPG,0,None,None,None,None
trials,51,1,103,2,NA,NA,16.png,27.png,0,None,None,None,None
trials,51,1,104,2,3,positive,12.png,1590.JPG,0,None,None,None,None
trials,51,1,105,2,3,negative,14.png,empty.png,0,None,None,None,None
trials,51,1,106,2,2,negative,20.png,9331.JPG,0,None,None,None,None
trials,51,1,107,2,NA,NA,16.png,27.png,0,None,None,None,None
trials,51,1,108,2,3,positive,7.png,1750.JPG,0,None,None,None,None
trials,51,1,109,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,110,2,3,negative,20.png,9331.JPG,0,None,None,None,None
trials,51,1,111,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,1,112,2,NA,NA,16.png,27.png,0,None,None,None,None
trials,51,1,113,2,NA,NA,6.png,2.png,0,None,None,None,None
trials,51,1,114,2,NA,NA,5870.JPG,9280.JPG,0,None,None,None,None
trials,51,2,1,2,5,neutral,23.png,empty.png,0,None,None,None,None
trials,51,2,2,2,5,positive,9.png,1540.JPG,0,None,None,None,None
trials,51,2,3,2,5,positive,1.png,empty.png,0,None,None,None,None
trials,51,2,4,2,4,negative,14.png,empty.png,0,None,None,None,None
trials,51,2,5,2,4,neutral,3.png,empty.png,0,None,None,None,None
trials,51,2,6,2,NA,NA,empty.png,13.png,0,None,None,None,None
trials,51,2,7,2,4,negative,18.png,2141.JPG,0,None,None,None,None
trials,51,2,8,2,4,neutral,26.png,7080.JPG,0,None,None,None,None
trials,51,2,9,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,2,10,2,5,negative,14.png,empty.png,0,None,None,None,None
trials,51,2,11,2,4,positive,7.png,1750.JPG,0,None,None,None,None
trials,51,2,12,2,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,51,2,13,2,5,neutral,26.png,7080.JPG,0,None,None,None,None
trials,51,2,14,2,NA,NA,empty.png,19.png,0,None,None,None,None
trials,51,2,15,2,5,negative,4.png,3300.JPG,0,None,None,None,None
trials,51,2,16,2,5,negative,10.png,empty.png,0,None,None,None,None
trials,51,2,17,2,NA,NA,empty.png,25.png,0,None,None,None,None
trials,51,2,18,2,4,neutral,5.png,empty.png,0,None,None,None,None
trials,51,2,19,2,NA,NA,5660.JPG,5250.JPG,0,None,None,None,None
trials,51,2,20,2,5,negative,18.png,2141.JPG,0,None,None,None,None
trials,51,2,21,2,4,positive,21.png,empty.png,0,None,None,None,None
trials,51,2,22,2,5,neutral,17.png,7009.JPG,0,None,None,None,None
trials,51,2,23,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,51,2,24,2,6,positive,1.png,empty.png,0,None,None,None,None
