subjnr;blocknr;trialnr;congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;response_during_mask;response_during_targetalone;response_during_RW;response_during_blank;frame_dur
5;1;1;congruent;0.04;CS_#000000_357.png;0.05;0.07;fullmask_#515151.png;0.4;arrow_right.png;c;0.469298800220713;0.6562603001948446;1669063.4176237;2.700136974453926e-06;0.3172855000011623;0.3311940000858158;0.34018489997833967;0.368042099988088;0.5076783001422882;0.5635333000682294;0;0;0;1;0.016666666666666666
5;1;2;congruent;0.04;CS_#000000_181.png;0.05;0.07;fullmask_#515151.png;0.4;arrow_left.png;c;0.022055899957194924;0.1885340998414904;1669064.2977652;2.600019797682762e-06;0.2790991999208927;0.2930566999129951;0.3020585998892784;0.33003819989971817;0.46957820001989603;0.5721619999967515;0;0;1;0;0.016666666666666666
5;1;3;congruent;0.04;CS_#000000_357.png;0.05;0.07;fullmask_#515151.png;0.4;arrow_right.png;c;0.6212735001463443;0.8028908001724631;1669065.7616298;2.800021320581436e-06;0.27816800004802644;0.29204669990576804;0.30105770006775856;0.32897250005044043;0.4685980000067502;0.5244352000299841;0;0;0;1;0.016666666666666666
5;2;1;congruent;0.04;CS_#000000_357.png;0.05;0.07;fullmask_#515151.png;0.3;arrow_right.png;c;0.4251786000095308;0.6283647001255304;1669067.9538049;2.700136974453926e-06;0.28504990017972887;0.299064600141719;0.3073103001806885;0.33521859999746084;0.4339577001519501;0.4897148001473397;0;0;0;1;0.016666666666666666
5;2;2;congruent;0.04;CS_#000000_357.png;0.05;0.07;fullmask_#515151.png;0.3;arrow_right.png;c;0.4725663000717759;0.6434733001515269;1669069.2976682;2.6999041438102722e-06;0.2772341000381857;0.29108009999617934;0.2996493000537157;0.32769969990476966;0.4253402000758797;0.4811867999378592;0;0;0;1;0.016666666666666666
5;2;3;congruent;0.04;CS_#000000_181.png;0.05;0.07;fullmask_#515151.png;0.3;arrow_left.png;c;0.3249189001508057;0.4957299001980573;1669070.4658526;2.6999041438102722e-06;0.2793514998629689;0.2933044000528753;0.3023208000231534;0.3302333999890834;0.4278895000461489;0.4837406000588089;0;0;0;1;0.016666666666666666
