ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
21	121	12.019000	07.png	USpos	230	1	versuchneu10	2015-06-02_14.04.13.003000
21	63	9.633000	06.png	USpos	171	2	versuchneu10	2015-06-02_14.04.13.003000
21	46	2.668000	19.png	USneg	171	3	versuchneu10	2015-06-02_14.04.13.003000
21	48	3.551000	31.png	USneg	230	4	versuchneu10	2015-06-02_14.04.13.003000
21	156	2.568000	17.png	USpos	171	5	versuchneu10	2015-06-02_14.04.13.003000
21	165	3.101000	18.png	USpos	230	6	versuchneu10	2015-06-02_14.04.13.003000
21	143	2.350000	23.png	USneg	230	7	versuchneu10	2015-06-02_14.04.13.003000
21	133	3.849000	39.png	USneg	171	8	versuchneu10	2015-06-02_14.04.13.003000
