ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
24	60	5.266000	23.png	USneg	171	1	versuchneu7	2015-06-02_14.21.44.868000
24	119	3.501000	31.png	USpos	230	2	versuchneu7	2015-06-02_14.21.44.868000
24	139	2.853000	19.png	USpos	171	3	versuchneu7	2015-06-02_14.21.44.868000
24	161	2.685000	17.png	USneg	230	4	versuchneu7	2015-06-02_14.21.44.868000
24	48	2.154000	06.png	USneg	171	5	versuchneu7	2015-06-02_14.21.44.868000
24	121	1.801000	07.png	USpos	230	6	versuchneu7	2015-06-02_14.21.44.868000
24	29	2.735000	18.png	USneg	230	7	versuchneu7	2015-06-02_14.21.44.868000
24	62	2.052000	39.png	USpos	171	8	versuchneu7	2015-06-02_14.21.44.868000
