ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
49	93	3.762000	23.png	USneg	171	1	versuchneu6	2015-06-09_12.17.51.175000
49	93	2.167000	31.png	USneg	230	2	versuchneu6	2015-06-09_12.17.51.175000
49	94	2.019000	17.png	USpos	171	3	versuchneu6	2015-06-09_12.17.51.175000
49	61	2.151000	39.png	USpos	230	4	versuchneu6	2015-06-09_12.17.51.175000
49	99	2.235000	06.png	USpos	230	5	versuchneu6	2015-06-09_12.17.51.175000
49	124	2.018000	19.png	USneg	171	6	versuchneu6	2015-06-09_12.17.51.175000
49	61	1.852000	07.png	USpos	171	7	versuchneu6	2015-06-09_12.17.51.175000
49	94	0.916000	18.png	USneg	230	8	versuchneu6	2015-06-09_12.17.51.175000
