ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
82	186	10.486000	18.png	USpos	171	1	versuchneu5	2015-06-09_15.30.16.786000
82	64	3.936000	19.png	USneg	230	2	versuchneu5	2015-06-09_15.30.16.786000
82	106	3.866000	39.png	USneg	171	3	versuchneu5	2015-06-09_15.30.16.786000
82	189	4.336000	23.png	USpos	230	4	versuchneu5	2015-06-09_15.30.16.786000
82	178	5.335000	07.png	USpos	230	5	versuchneu5	2015-06-09_15.30.16.786000
82	64	3.334000	31.png	USpos	171	6	versuchneu5	2015-06-09_15.30.16.786000
82	69	2.635000	06.png	USneg	230	7	versuchneu5	2015-06-09_15.30.16.786000
82	111	5.418000	17.png	USneg	171	8	versuchneu5	2015-06-09_15.30.16.786000
