ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
76	10	10.967000	31.png	USpos	230	1	versuchneu3	2015-06-09_14.49.23.636000
76	93	12.801000	06.png	USneg	171	2	versuchneu3	2015-06-09_14.49.23.636000
76	34	5.017000	19.png	USneg	230	3	versuchneu3	2015-06-09_14.49.23.636000
76	24	4.050000	39.png	USpos	230	4	versuchneu3	2015-06-09_14.49.23.636000
76	199	3.203000	23.png	USpos	171	5	versuchneu3	2015-06-09_14.49.23.636000
76	113	4.868000	17.png	USneg	171	6	versuchneu3	2015-06-09_14.49.23.636000
76	53	5.801000	07.png	USpos	171	7	versuchneu3	2015-06-09_14.49.23.636000
76	155	4.102000	18.png	USneg	230	8	versuchneu3	2015-06-09_14.49.23.636000
