ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	TrialNr	computerName	timeStamp
120	148	5.438000	23.png	USneg	171	1	versuchneu10	2015-06-16_14.57.59.054000
120	184	2.263000	17.png	USpos	171	2	versuchneu10	2015-06-16_14.57.59.054000
120	47	3.876000	07.png	USneg	230	3	versuchneu10	2015-06-16_14.57.59.054000
120	141	1.665000	18.png	USneg	171	4	versuchneu10	2015-06-16_14.57.59.054000
120	154	1.769000	31.png	USneg	230	5	versuchneu10	2015-06-16_14.57.59.054000
120	200	2.708000	06.png	USpos	171	6	versuchneu10	2015-06-16_14.57.59.054000
120	190	3.652000	19.png	USpos	230	7	versuchneu10	2015-06-16_14.57.59.054000
120	98	2.990000	39.png	USpos	230	8	versuchneu10	2015-06-16_14.57.59.054000
