ParticipantNumber	Item	Block	Reponse	ReactionTime
9	water3.jpg	1	3	5.143661
9	water5.jpg	1	5	3.325989
9	water4.jpg	1	5	1.841380
9	water10.jpg	1	4	2.508938
9	water13.jpg	1	2	1.511256
9	water6.jpg	1	6	3.150265
9	water1.jpg	1	6	2.618257
9	water0.jpg	1	2	3.899410
9	water15.jpg	1	5	2.292298
9	water8.jpg	1	5	1.660971
9	water16.jpg	1	4	1.637072
9	water11.jpg	1	4	2.915088
9	water7.jpg	1	3	1.768714
9	water2.jpg	1	3	1.619791
9	water14.jpg	1	4	2.495550
9	water12.jpg	1	2	1.178770
9	water9.jpg	1	5	1.912136
9	water1.jpg	2	n	4.510389
9	water2.jpg	2	n	0.803734
9	water3.jpg	2	n	0.565515
9	water4.jpg	2	n	0.651655
9	water5.jpg	2	n	0.702139
9	water6.jpg	2	n	0.917416
9	water7.jpg	2	n	0.346981
9	water8.jpg	2	n	0.457757
9	water9.jpg	2	n	0.278131
9	water10.jpg	2	n	0.336492
9	water11.jpg	2	n	0.687592
9	water12.jpg	2	n	0.293750
9	water13.jpg	2	n	0.282382
9	water14.jpg	2	n	0.398864
9	water15.jpg	2	n	0.449445
9	water16.jpg	2	n	0.369320
9	aero7.jpg	3	5	3.510423
9	aero10.jpg	3	4	1.172970
9	aero4.jpg	3	5	1.168546
9	aero5.jpg	3	4	1.807404
9	aero8.jpg	3	4	1.048716
9	aero2.jpg	3	6	0.935185
9	aero12.jpg	3	6	1.207553
9	aero9.jpg	3	6	0.885060
9	aero3.jpg	3	6	1.717481
9	aero6.jpg	3	6	1.251651
9	aero14.jpg	3	6	0.832617
9	aero13.jpg	3	6	2.082913
9	aero1.jpg	3	7	1.235413
9	aero11.jpg	3	5	1.197911
9	aero7.jpg	4	n	1.669599
9	aero10.jpg	4	n	0.312252
9	aero4.jpg	4	n	0.346139
9	aero5.jpg	4	n	0.261706
9	aero8.jpg	4	n	0.310215
9	aero2.jpg	4	n	0.402779
9	aero12.jpg	4	n	0.646741
9	aero9.jpg	4	n	0.773389
9	aero3.jpg	4	n	0.362594
9	aero6.jpg	4	n	0.427059
9	aero14.jpg	4	n	0.407470
9	aero13.jpg	4	n	0.769088
9	aero1.jpg	4	n	0.375407
9	aero11.jpg	4	n	0.270836
