ParticipantNumber	Item	Block	Reponse	ReactionTime
7	water10.jpg	1	2	8.633028
7	water5.jpg	1	3	4.439750
7	water6.jpg	1	4	5.312500
7	water16.jpg	1	2	2.741997
7	water0.jpg	1	6	5.539739
7	water11.jpg	1	3	3.269480
7	water14.jpg	1	2	2.257514
7	water12.jpg	1	2	1.246787
7	water13.jpg	1	1	1.283260
7	water1.jpg	1	2	6.055227
7	water8.jpg	1	2	2.565643
7	water3.jpg	1	2	2.233458
7	water4.jpg	1	2	1.925913
7	water15.jpg	1	1	2.801105
7	water7.jpg	1	1	1.175945
7	water9.jpg	1	3	2.605824
7	water2.jpg	1	2	1.800378
7	water1.jpg	2	n	4.808812
7	water2.jpg	2	n	1.165004
7	water3.jpg	2	n	0.696376
7	water4.jpg	2	n	0.698997
7	water5.jpg	2	n	0.579270
7	water6.jpg	2	n	0.556333
7	water7.jpg	2	n	0.498522
7	water8.jpg	2	n	0.476909
7	water9.jpg	2	n	0.447656
7	water10.jpg	2	n	0.503137
7	water11.jpg	2	n	0.535726
7	water12.jpg	2	n	0.430785
7	water13.jpg	2	n	1.029619
7	water14.jpg	2	n	1.270347
7	water15.jpg	2	n	1.404019
7	water16.jpg	2	n	1.267401
7	aero10.jpg	3	2	4.850160
7	aero14.jpg	3	1	3.094642
7	aero13.jpg	3	1	1.344826
7	aero6.jpg	3	1	0.969916
7	aero4.jpg	3	1	1.023266
7	aero8.jpg	3	2	1.871254
7	aero2.jpg	3	2	2.859954
7	aero3.jpg	3	1	1.544866
7	aero12.jpg	3	1	0.651499
7	aero9.jpg	3	2	3.698342
7	aero1.jpg	3	2	1.045756
7	aero11.jpg	3	1	3.284719
7	aero5.jpg	3	1	1.050616
7	aero7.jpg	3	3	1.923040
7	aero10.jpg	4	n	0.498247
7	aero14.jpg	4	n	0.311992
7	aero13.jpg	4	n	0.724650
7	aero6.jpg	4	n	0.386554
7	aero4.jpg	4	n	0.282006
7	aero8.jpg	4	n	0.256429
7	aero2.jpg	4	n	0.257665
7	aero3.jpg	4	n	0.311953
7	aero12.jpg	4	n	0.332369
7	aero9.jpg	4	n	0.289403
7	aero1.jpg	4	n	0.348941
7	aero11.jpg	4	n	0.268735
7	aero5.jpg	4	n	0.275170
7	aero7.jpg	4	n	0.326116
