ParticipantNumber	Item	Block	Reponse	ReactionTime
2	water2.jpg	1	6	7.653630
2	water9.jpg	1	4	2.100711
2	water7.jpg	1	6	2.841330
2	water0.jpg	1	5	1.928032
2	water11.jpg	1	4	10.019073
2	water3.jpg	1	3	2.178677
2	water4.jpg	1	6	5.019857
2	water13.jpg	1	4	3.691294
2	water10.jpg	1	7	2.567336
2	water6.jpg	1	7	2.336858
2	water8.jpg	1	5	3.107281
2	water5.jpg	1	6	5.375240
2	water14.jpg	1	5	2.648954
2	water16.jpg	1	3	2.126694
2	water1.jpg	1	6	2.825927
2	water15.jpg	1	5	2.577445
2	water12.jpg	1	4	3.170798
2	water2.jpg	2	n	2.869316
2	water9.jpg	2	n	1.612058
2	water7.jpg	2	n	1.068085
2	water0.jpg	2	n	0.825409
2	water11.jpg	2	n	0.544731
2	water3.jpg	2	n	0.531624
2	water4.jpg	2	n	1.022020
2	water13.jpg	2	n	0.837407
2	water10.jpg	2	n	0.604087
2	water6.jpg	2	n	1.380065
2	water8.jpg	2	n	0.628733
2	water5.jpg	2	n	0.516272
2	water14.jpg	2	n	0.999683
2	water16.jpg	2	n	0.575505
2	water1.jpg	2	n	0.457430
2	water15.jpg	2	n	0.495434
2	water12.jpg	2	n	0.356886
2	aero9.jpg	3	6	2.539809
2	aero8.jpg	3	4	1.759361
2	aero13.jpg	3	6	3.082866
2	aero10.jpg	3	6	2.911968
2	aero6.jpg	3	3	3.344494
2	aero3.jpg	3	4	1.755805
2	aero12.jpg	3	4	1.933839
2	aero2.jpg	3	4	2.585028
2	aero7.jpg	3	3	2.423042
2	aero4.jpg	3	3	2.419932
2	aero11.jpg	3	5	2.668727
2	aero1.jpg	3	4	3.638653
2	aero14.jpg	3	5	2.574518
2	aero5.jpg	3	5	3.597326
2	aero9.jpg	4	n	1.021248
2	aero8.jpg	4	n	0.293282
2	aero13.jpg	4	n	0.291258
2	aero10.jpg	4	n	0.248993
2	aero6.jpg	4	n	0.484056
2	aero3.jpg	4	n	0.265364
2	aero12.jpg	4	n	0.303381
2	aero2.jpg	4	n	0.564905
2	aero7.jpg	4	n	0.339238
2	aero4.jpg	4	n	0.283269
2	aero11.jpg	4	n	0.281251
2	aero1.jpg	4	n	0.338778
2	aero14.jpg	4	n	0.245943
2	aero5.jpg	4	n	0.314108
