ParticipantNumber	Item	Block	Reponse	ReactionTime
24	water4.jpg	1	4	6.061644
24	water1.jpg	1	4	4.521811
24	water0.jpg	1	9	2.983747
24	water13.jpg	1	4	8.957152
24	water14.jpg	1	4	5.361095
24	water9.jpg	1	4	1.454782
24	water3.jpg	1	4	0.992776
24	water5.jpg	1	5	2.761881
24	water8.jpg	1	4	1.172083
24	water15.jpg	1	4	0.669859
24	water6.jpg	1	7	1.931899
24	water11.jpg	1	4	1.381668
24	water7.jpg	1	6	0.993610
24	water2.jpg	1	4	0.870152
24	water12.jpg	1	4	0.566084
24	water10.jpg	1	4	0.949822
24	water16.jpg	1	4	0.564306
24	water1.jpg	2	n	2.270832
24	water2.jpg	2	n	0.549268
24	water3.jpg	2	n	0.602143
24	water4.jpg	2	n	2.319801
24	water5.jpg	2	n	0.285572
24	water6.jpg	2	n	0.298861
24	water7.jpg	2	n	0.289411
24	water8.jpg	2	n	0.325472
24	water9.jpg	2	n	0.404053
24	water10.jpg	2	n	0.381828
24	water11.jpg	2	n	0.614326
24	water12.jpg	2	n	0.577066
24	water13.jpg	2	n	0.523934
24	water14.jpg	2	n	0.389814
24	water15.jpg	2	n	0.327053
24	water16.jpg	2	n	0.323686
24	aero8.jpg	3	1	4.017634
24	aero6.jpg	3	1	1.397087
24	aero5.jpg	3	2	1.111197
24	aero1.jpg	3	6	1.688958
24	aero12.jpg	3	4	1.314445
24	aero7.jpg	3	1	0.993012
24	aero11.jpg	3	1	0.902492
24	aero14.jpg	3	1	0.373386
24	aero9.jpg	3	1	0.579262
24	aero3.jpg	3	1	0.787995
24	aero2.jpg	3	1	1.045206
24	aero10.jpg	3	1	1.030871
24	aero4.jpg	3	5	1.398629
24	aero13.jpg	3	7	1.610164
24	aero8.jpg	4	n	0.580136
24	aero6.jpg	4	n	0.288059
24	aero5.jpg	4	n	0.015958
24	aero1.jpg	4	n	0.176417
24	aero12.jpg	4	n	0.658390
24	aero7.jpg	4	n	0.373979
24	aero11.jpg	4	n	0.230044
24	aero14.jpg	4	n	0.279107
24	aero9.jpg	4	n	0.110032
24	aero3.jpg	4	n	0.193636
24	aero2.jpg	4	n	0.359078
24	aero10.jpg	4	n	0.252665
24	aero4.jpg	4	n	0.267856
24	aero13.jpg	4	n	0.262235
