ParticipantNumber	Item	Block	Reponse	ReactionTime
27	water6.jpg	1	9	3.583552
27	water13.jpg	1	8	5.258327
27	water10.jpg	1	5	2.676993
27	water11.jpg	1	7	3.705413
27	water15.jpg	1	2	2.802710
27	water5.jpg	1	2	1.525686
27	water14.jpg	1	3	2.456346
27	water7.jpg	1	2	1.736171
27	water3.jpg	1	2	1.956113
27	water2.jpg	1	4	1.138896
27	water8.jpg	1	2	0.962552
27	water0.jpg	1	2	1.235621
27	water9.jpg	1	7	1.344573
27	water1.jpg	1	7	1.377434
27	water16.jpg	1	3	1.649194
27	water4.jpg	1	4	1.471200
27	water12.jpg	1	2	1.289218
27	water1.jpg	2	n	3.222178
27	water2.jpg	2	n	1.012123
27	water3.jpg	2	n	0.828411
27	water4.jpg	2	n	0.798970
27	water5.jpg	2	n	0.605403
27	water6.jpg	2	n	0.945218
27	water7.jpg	2	n	0.708625
27	water8.jpg	2	n	0.667954
27	water9.jpg	2	n	0.387429
27	water10.jpg	2	n	0.466301
27	water11.jpg	2	n	0.519132
27	water12.jpg	2	n	0.302569
27	water13.jpg	2	n	0.382919
27	water14.jpg	2	n	0.280259
27	water15.jpg	2	n	0.272801
27	water16.jpg	2	n	0.276365
27	aero5.jpg	3	3	2.740757
27	aero14.jpg	3	7	1.564032
27	aero3.jpg	3	3	1.376843
27	aero4.jpg	3	3	1.530601
27	aero1.jpg	3	4	1.718311
27	aero9.jpg	3	4	2.503600
27	aero7.jpg	3	7	2.030241
27	aero2.jpg	3	3	2.056515
27	aero10.jpg	3	2	2.720038
27	aero13.jpg	3	8	1.963828
27	aero12.jpg	3	4	2.319907
27	aero6.jpg	3	3	2.453395
27	aero8.jpg	3	2	1.465570
27	aero11.jpg	3	6	1.408095
27	aero5.jpg	4	n	2.217331
27	aero14.jpg	4	n	0.583556
27	aero3.jpg	4	n	0.922026
27	aero4.jpg	4	n	0.590370
27	aero1.jpg	4	n	0.606620
27	aero9.jpg	4	n	0.482560
27	aero7.jpg	4	j	0.550187
27	aero2.jpg	4	n	0.638600
27	aero10.jpg	4	n	0.860178
27	aero13.jpg	4	n	0.645866
27	aero12.jpg	4	n	0.501118
27	aero6.jpg	4	n	0.505734
27	aero8.jpg	4	n	0.358787
27	aero11.jpg	4	n	0.471861
