ParticipantNumber	Item	Block	Reponse	ReactionTime
23	water5.jpg	1	5	10.793661
23	water13.jpg	1	5	9.338943
23	water15.jpg	1	4	8.292202
23	water2.jpg	1	8	13.485041
23	water4.jpg	1	4	9.270000
23	water7.jpg	1	2	3.493374
23	water16.jpg	1	5	6.669567
23	water11.jpg	1	4	8.445838
23	water1.jpg	1	4	6.889797
23	water10.jpg	1	2	4.075858
23	water3.jpg	1	5	7.062388
23	water0.jpg	1	1	6.658168
23	water12.jpg	1	5	4.197336
23	water9.jpg	1	3	4.257491
23	water14.jpg	1	3	2.451803
23	water6.jpg	1	8	4.285409
23	water8.jpg	1	5	4.226519
23	water1.jpg	2	n	4.549797
23	water2.jpg	2	n	1.123367
23	water3.jpg	2	n	0.893372
23	water4.jpg	2	n	0.876829
23	water5.jpg	2	n	0.824286
23	water6.jpg	2	n	0.876867
23	water7.jpg	2	n	0.555664
23	water8.jpg	2	n	1.414103
23	water9.jpg	2	n	1.107415
23	water10.jpg	2	n	0.830993
23	water11.jpg	2	n	0.770352
23	water12.jpg	2	n	0.579063
23	water13.jpg	2	n	0.644660
23	water14.jpg	2	n	0.647450
23	water15.jpg	2	n	0.820168
23	water16.jpg	2	n	0.528767
23	aero4.jpg	3	5	10.139056
23	aero10.jpg	3	3	4.998724
23	aero11.jpg	3	3	3.551959
23	aero7.jpg	3	4	6.243868
23	aero14.jpg	3	1	6.517000
23	aero8.jpg	3	2	5.686694
23	aero1.jpg	3	1	3.016720
23	aero9.jpg	3	5	5.108796
23	aero5.jpg	3	5	4.302498
23	aero2.jpg	3	6	4.545426
23	aero13.jpg	3	5	6.696729
23	aero3.jpg	3	4	6.120424
23	aero6.jpg	3	3	3.402067
23	aero12.jpg	3	7	5.905462
23	aero4.jpg	4	n	1.887585
23	aero10.jpg	4	n	0.582574
23	aero11.jpg	4	n	0.412743
23	aero7.jpg	4	n	0.382545
23	aero14.jpg	4	n	0.405808
23	aero8.jpg	4	n	0.362702
23	aero1.jpg	4	n	0.431383
23	aero9.jpg	4	n	0.406056
23	aero5.jpg	4	n	0.479418
23	aero2.jpg	4	n	0.860152
23	aero13.jpg	4	n	0.643340
23	aero3.jpg	4	n	0.670882
23	aero6.jpg	4	n	0.582213
23	aero12.jpg	4	n	0.457379
