ParticipantNumber	Item	Block	Reponse	ReactionTime
16	water9.jpg	1	7	4.372797
16	water6.jpg	1	3	6.934261
16	water10.jpg	1	5	6.357405
16	water0.jpg	1	9	4.213960
16	water14.jpg	1	5	4.396145
16	water15.jpg	1	6	6.139005
16	water7.jpg	1	4	3.247663
16	water2.jpg	1	6	4.396789
16	water1.jpg	1	6	10.429210
16	water13.jpg	1	6	2.327968
16	water11.jpg	1	5	5.553867
16	water16.jpg	1	6	7.893386
16	water4.jpg	1	5	2.480825
16	water12.jpg	1	3	3.972528
16	water8.jpg	1	4	6.807240
16	water3.jpg	1	3	2.958201
16	water5.jpg	1	3	7.325168
16	water1.jpg	2	n	4.187204
16	water2.jpg	2	n	1.942234
16	water3.jpg	2	n	1.356746
16	water4.jpg	2	n	1.036038
16	water5.jpg	2	n	1.384900
16	water6.jpg	2	n	1.734116
16	water7.jpg	2	n	1.207883
16	water8.jpg	2	n	1.278009
16	water9.jpg	2	n	2.008298
16	water10.jpg	2	n	2.248979
16	water11.jpg	2	n	1.858727
16	water12.jpg	2	j	5.709094
16	water13.jpg	2	n	1.218569
16	water14.jpg	2	n	3.051425
16	water15.jpg	2	n	2.716120
16	water16.jpg	2	n	1.477095
16	aero1.jpg	3	5	10.388875
16	aero3.jpg	3	5	4.606641
16	aero7.jpg	3	5	7.588933
16	aero13.jpg	3	3	4.377316
16	aero11.jpg	3	5	1.665539
16	aero8.jpg	3	5	2.453397
16	aero4.jpg	3	6	5.740843
16	aero2.jpg	3	5	2.313315
16	aero10.jpg	3	7	3.805642
16	aero12.jpg	3	5	1.247061
16	aero14.jpg	3	5	2.175406
16	aero9.jpg	3	5	4.391110
16	aero6.jpg	3	5	6.847889
16	aero5.jpg	3	5	4.974862
16	aero1.jpg	4	n	2.175996
16	aero3.jpg	4	n	3.673416
16	aero7.jpg	4	n	1.430102
16	aero13.jpg	4	n	0.935665
16	aero11.jpg	4	n	2.316005
16	aero8.jpg	4	n	1.997504
16	aero4.jpg	4	n	1.312729
16	aero2.jpg	4	n	1.358351
16	aero10.jpg	4	n	1.778444
16	aero12.jpg	4	n	2.064309
16	aero14.jpg	4	n	2.138627
16	aero9.jpg	4	n	1.133322
16	aero6.jpg	4	n	1.202482
16	aero5.jpg	4	n	0.913678
