ParticipantNumber	Item	Block	Reponse	ReactionTime
18	water3.jpg	1	5	6.313055
18	water14.jpg	1	5	7.788905
18	water8.jpg	1	7	6.972800
18	water5.jpg	1	6	8.188667
18	water0.jpg	1	2	5.130713
18	water4.jpg	1	7	4.363976
18	water16.jpg	1	4	3.308914
18	water6.jpg	1	8	4.888664
18	water1.jpg	1	4	5.348139
18	water13.jpg	1	4	3.200705
18	water10.jpg	1	5	3.978939
18	water11.jpg	1	7	2.169029
18	water12.jpg	1	2	1.918399
18	water9.jpg	1	6	4.351923
18	water2.jpg	1	5	7.770095
18	water15.jpg	1	6	5.510498
18	water7.jpg	1	4	2.730837
18	water1.jpg	2	n	5.885990
18	water2.jpg	2	n	2.238597
18	water3.jpg	2	j	3.045532
18	water4.jpg	2	n	1.532160
18	water5.jpg	2	n	1.032102
18	water6.jpg	2	n	1.988564
18	water7.jpg	2	j	1.315534
18	water8.jpg	2	n	0.852025
18	water9.jpg	2	n	0.883231
18	water10.jpg	2	n	1.058442
18	water11.jpg	2	n	1.213540
18	water12.jpg	2	j	1.190229
18	water13.jpg	2	n	0.769627
18	water14.jpg	2	n	0.949852
18	water15.jpg	2	n	1.278297
18	water16.jpg	2	n	1.457840
18	aero5.jpg	3	5	7.807448
18	aero2.jpg	3	4	6.083758
18	aero12.jpg	3	7	3.467957
18	aero9.jpg	3	6	2.381958
18	aero11.jpg	3	4	1.335103
18	aero4.jpg	3	6	1.213133
18	aero14.jpg	3	7	3.609194
18	aero7.jpg	3	6	1.254245
18	aero6.jpg	3	4	1.249262
18	aero13.jpg	3	4	2.747438
18	aero3.jpg	3	6	1.722792
18	aero8.jpg	3	5	1.332505
18	aero10.jpg	3	4	1.416931
18	aero1.jpg	3	6	4.136206
18	aero5.jpg	4	j	1.695839
18	aero2.jpg	4	n	0.999679
18	aero12.jpg	4	j	1.091899
18	aero9.jpg	4	n	0.672362
18	aero11.jpg	4	n	0.527364
18	aero4.jpg	4	n	1.118362
18	aero14.jpg	4	n	1.463257
18	aero7.jpg	4	n	1.123987
18	aero6.jpg	4	n	1.829107
18	aero13.jpg	4	n	0.785784
18	aero3.jpg	4	n	0.887904
18	aero8.jpg	4	n	0.857333
18	aero10.jpg	4	n	1.445837
18	aero1.jpg	4	n	0.823573
