ParticipantNumber	Item	Block	Reponse	ReactionTime
4	water5.jpg	1	1	6.083696
4	water7.jpg	1	2	6.563998
4	water14.jpg	1	2	5.398546
4	water8.jpg	1	5	5.862989
4	water0.jpg	1	5	4.252931
4	water9.jpg	1	4	2.045574
4	water3.jpg	1	3	2.892272
4	water11.jpg	1	7	4.172629
4	water1.jpg	1	4	2.247812
4	water12.jpg	1	2	1.755426
4	water4.jpg	1	8	4.401503
4	water6.jpg	1	6	2.611364
4	water2.jpg	1	6	1.736241
4	water13.jpg	1	6	2.808820
4	water16.jpg	1	9	1.451222
4	water10.jpg	1	8	1.786277
4	water15.jpg	1	7	1.485721
4	water1.jpg	2	n	2.899340
4	water2.jpg	2	n	0.765865
4	water3.jpg	2	j	7.049489
4	water4.jpg	2	n	1.615207
4	water5.jpg	2	n	1.618160
4	water6.jpg	2	n	1.837011
4	water7.jpg	2	n	0.742722
4	water8.jpg	2	n	0.866425
4	water9.jpg	2	n	0.839299
4	water10.jpg	2	n	2.678280
4	water11.jpg	2	n	1.074475
4	water12.jpg	2	n	0.946631
4	water13.jpg	2	n	0.710381
4	water14.jpg	2	n	3.457138
4	water15.jpg	2	n	0.856233
4	water16.jpg	2	n	0.744307
4	aero2.jpg	3	7	6.515548
4	aero13.jpg	3	2	2.078377
4	aero5.jpg	3	5	1.656416
4	aero10.jpg	3	3	1.434841
4	aero9.jpg	3	7	1.790032
4	aero12.jpg	3	4	1.326427
4	aero7.jpg	3	5	1.744170
4	aero3.jpg	3	7	1.476294
4	aero14.jpg	3	2	1.009569
4	aero4.jpg	3	7	1.078965
4	aero11.jpg	3	3	1.216069
4	aero8.jpg	3	4	1.640278
4	aero1.jpg	3	9	1.579445
4	aero6.jpg	3	8	1.360323
4	aero2.jpg	4	n	1.756866
4	aero13.jpg	4	n	0.300488
4	aero5.jpg	4	n	0.408706
4	aero10.jpg	4	n	0.339339
4	aero9.jpg	4	n	0.550335
4	aero12.jpg	4	n	0.502200
4	aero7.jpg	4	n	0.282716
4	aero3.jpg	4	n	0.315011
4	aero14.jpg	4	n	0.389794
4	aero4.jpg	4	n	0.407518
4	aero11.jpg	4	n	0.428427
4	aero8.jpg	4	n	0.558471
4	aero1.jpg	4	n	1.306133
4	aero6.jpg	4	n	0.493608
