ParticipantNumber	Item	Block	Reponse	ReactionTime
1	water12.jpg	1	5	5.817656
1	water8.jpg	1	7	4.361935
1	water10.jpg	1	7	4.563263
1	water13.jpg	1	5	2.491332
1	water1.jpg	1	7	2.839328
1	water7.jpg	1	5	2.685315
1	water4.jpg	1	6	2.505355
1	water2.jpg	1	4	8.212459
1	water15.jpg	1	6	1.188035
1	water9.jpg	1	6	8.779750
1	water11.jpg	1	6	1.812682
1	water6.jpg	1	7	2.795989
1	water3.jpg	1	3	1.740047
1	water0.jpg	1	5	3.238112
1	water5.jpg	1	7	2.724027
1	water16.jpg	1	6	3.175328
1	water14.jpg	1	7	1.856706
1	water12.jpg	2	n	10.215097
1	water8.jpg	2	n	1.728031
1	water10.jpg	2	n	0.723399
1	water13.jpg	2	n	0.399015
1	water1.jpg	2	j	1.022619
1	water7.jpg	2	n	0.302095
1	water4.jpg	2	n	0.522063
1	water2.jpg	2	n	0.598290
1	water15.jpg	2	n	0.582332
1	water9.jpg	2	n	0.590674
1	water11.jpg	2	n	0.504106
1	water6.jpg	2	n	1.156054
1	water3.jpg	2	j	0.894077
1	water0.jpg	2	n	0.362709
1	water5.jpg	2	n	0.316818
1	water16.jpg	2	n	0.288074
1	water14.jpg	2	n	0.276774
1	aero2.jpg	3	6	8.396237
1	aero8.jpg	3	5	2.996310
1	aero3.jpg	3	6	2.052507
1	aero5.jpg	3	3	1.823131
1	aero9.jpg	3	6	2.423133
1	aero12.jpg	3	7	1.647244
1	aero4.jpg	3	3	1.985942
1	aero10.jpg	3	4	1.355885
1	aero1.jpg	3	6	2.138686
1	aero13.jpg	3	3	1.677782
1	aero6.jpg	3	6	1.727984
1	aero11.jpg	3	5	0.908614
1	aero14.jpg	3	4	1.697346
1	aero7.jpg	3	5	2.178035
1	aero2.jpg	4	n	16.110055
1	aero8.jpg	4	n	1.516180
1	aero3.jpg	4	n	1.488597
1	aero5.jpg	4	n	0.546665
1	aero9.jpg	4	n	1.005157
1	aero12.jpg	4	n	0.901903
1	aero4.jpg	4	n	0.551305
1	aero10.jpg	4	n	0.370544
1	aero1.jpg	4	n	0.304743
1	aero13.jpg	4	n	0.269987
1	aero6.jpg	4	n	0.248814
1	aero11.jpg	4	n	0.255954
1	aero14.jpg	4	n	0.295440
1	aero7.jpg	4	n	0.313267

