subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
32,1,1,ec,3,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,8501.bmp,0.096,Z   U   N   D,K   L   E   H,D   U   G   T,M   E   C   H,no,yes,no,no,yes,no
32,1,2,ec,2,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,9500.bmp,0.096,G   U   T   Z,M   E   H   K,K   E   L   M,D   U   G   T,no,yes,no,no,no,yes
32,1,3,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,2209.bmp,0.5,P   Y   W   S,F   R   I   B,V   A   S   P,J   O   R   F,yes,no,no,no,yes,no
32,1,4,ec,1,positive,C   L   E   M,maske_1.bmp,maske_2.bmp,2080.bmp,0.096,D   U   N   T,M   E   H   K,G   U   T   Z,C   L   E   M,yes,no,no,no,no,yes
32,1,5,ec,6,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,5594.bmp,0.096,G   U   T   Z,K   L   E   H,K   E   L   M,G   U   N   T,no,no,yes,no,yes,no
32,1,6,ec,2,positive,L   E   M   K,maske_1.bmp,maske_2.bmp,8370.bmp,0.096,Z   U   N   G,G   U   N   D,M   E   C   H,L   E   M   K,no,no,no,yes,yes,no
32,1,7,ec,1,negative,D   N   U   G,maske_2.bmp,maske_1.bmp,9920.bmp,0.096,G   U   N   T,D   N   U   G,C   H   E   K,K   E   H   M,no,no,no,yes,no,yes
32,1,8,ec,7,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.096,Z   U   N   G,Z   U   N   D,L   E   M   K,C   H   E   K,no,no,no,yes,no,yes
32,1,9,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9180.bmp,0.5,P   Y   W   S,J   O   R   F,F   R   I   B,V   A   S   P,no,yes,no,no,no,yes
32,1,10,ec,8,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,9000.bmp,0.096,K   E   H   M,G   U   N   D,G   U   T   Z,M   E   H   K,no,no,yes,no,no,yes
32,1,11,ec,4,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,9340.bmp,0.096,G   U   N   D,C   L   E   M,K   L   E   H,D   N   U   G,yes,no,no,no,no,yes
32,1,12,ec,3,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,2053.bmp,0.096,L   E   M   K,Z   U   N   D,Z   U   N   G,M   E   C   H,no,no,yes,no,no,yes
32,1,13,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,9400.bmp,0.5,V   A   S   P,P   Y   W   S,F   R   I   B,J   O   R   F,no,no,yes,no,no,yes
32,1,14,ec,6,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,9050.bmp,0.096,D   U   G   T,D   U   N   T,K   L   E   H,C   L   E   M,no,yes,no,no,no,yes
32,1,15,ec,5,negative,G   U   N   T,maske_2.bmp,maske_1.bmp,8485.bmp,0.096,K   E   L   M,M   E   C   H,D   U   N   T,G   U   N   T,no,no,no,yes,no,yes
32,1,16,ec,5,positive,K   E   L   M,maske_2.bmp,maske_1.bmp,2660.bmp,0.096,D   U   G   T,K   E   H   M,Z   U   N   D,K   E   L   M,no,yes,no,no,yes,no
32,1,17,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,8190.bmp,0.5,P   Y   W   S,F   R   I   B,V   A   S   P,J   O   R   F,no,no,yes,no,yes,no
32,1,18,ec,7,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,2208.bmp,0.096,D   N   U   G,C   L   E   M,K   E   H   M,D   U   N   T,no,no,yes,no,yes,no
32,1,19,ec,8,positive,C   H   E   K,maske_1.bmp,maske_2.bmp,4622.bmp,0.096,D   N   U   G,G   U   N   D,C   H   E   K,L   E   M   K,no,no,yes,no,yes,no
32,1,20,ec,4,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,2311.bmp,0.096,M   E   H   K,G   U   N   T,C   H   E   K,Z   U   N   G,yes,no,no,no,yes,no
32,2,1,ec,1,positive,C   L   E   M,maske_1.bmp,maske_2.bmp,1440.bmp,0.096,Z   U   N   D,G   U   N   T,C   L   E   M,C   H   E   K,no,no,no,yes,yes,no
32,2,2,ec,8,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,2070.bmp,0.096,C   H   E   K,G   U   T   Z,Z   U   N   G,K   L   E   H,no,no,no,yes,yes,no
32,2,3,ec,4,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,6020.bmp,0.096,D   U   G   T,K   L   E   H,G   U   N   D,M   E   H   K,no,no,yes,no,no,yes
32,2,4,ec,2,positive,L   E   M   K,maske_2.bmp,maske_1.bmp,1710.bmp,0.096,L   E   M   K,D   U   G   T,K   E   L   M,G   U   N   D,yes,no,no,no,yes,no
32,2,5,ec,7,negative,Z   U   N   D,maske_1.bmp,maske_2.bmp,9830.bmp,0.096,G   U   N   D,L   E   M   K,Z   U   N   D,K   E   H   M,no,no,yes,no,no,yes
32,2,6,ec,6,negative,D   U   N   T,maske_2.bmp,maske_1.bmp,9180.bmp,0.096,G   U   T   Z,L   E   M   K,D   U   N   T,M   E   C   H,no,no,yes,no,no,yes
32,2,7,ec,7,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,2550.bmp,0.096,D   U   N   T,C   L   E   M,G   U   T   Z,K   E   H   M,no,yes,no,no,yes,no
32,2,8,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,9000.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,no,no,yes,yes,no
