subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
15,1,1,ec,6,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,2750.bmp,0.092,G   U   N   T,M   E   C   H,T   N   U   D,C   H   E   K,yes,no,no,no,no,yes
15,1,2,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9404.bmp,0.5,J   O   R   F,F   R   I   B,P   Y   W   S,V   A   S   P,no,no,no,yes,no,yes
15,1,3,ec,1,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,2053.bmp,0.092,H   E   L   K,Z   U   N   G,K   E   C   H,D   U   G   T,no,no,yes,no,no,yes
15,1,4,ec,3,positive,C   L   E   K,maske_1.bmp,maske_2.bmp,2070.bmp,0.092,M   E   C   H,G   U   T   Z,C   L   E   K,T   N   U   D,no,no,no,yes,yes,no
15,1,5,ec,2,positive,K   E   H   M,maske_2.bmp,maske_1.bmp,8190.bmp,0.092,K   E   H   M,G   U   N   T,M   E   H   K,G   U   N   D,yes,no,no,no,yes,no
15,1,6,ec,4,positive,M   E   H   K,maske_2.bmp,maske_1.bmp,8330.bmp,0.092,M   E   H   K,Z   U   N   G,C   L   E   K,Z   U   D   T,no,yes,no,no,yes,no
15,1,7,ec,7,positive,K   E   C   H,maske_2.bmp,maske_1.bmp,5830.bmp,0.092,K   E   C   H,N   U   G   Z,K   E   H   M,D   U   G   T,no,yes,no,no,yes,no
15,1,8,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,2710.bmp,0.5,P   Y   W   S,J   O   R   F,V   A   S   P,F   R   I   B,yes,no,no,no,no,yes
15,1,9,ec,6,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,2080.bmp,0.092,Z   U   D   T,H   E   L   K,C   H   E   K,D   U   G   T,no,no,yes,no,yes,no
15,1,10,ec,8,positive,C   L   E   M,maske_2.bmp,maske_1.bmp,4606.bmp,0.092,C   H   E   K,G   U   T   Z,T   N   U   D,C   L   E   M,yes,no,no,no,no,yes
15,1,11,ec,7,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,6530.bmp,0.092,G   U   N   D,H   E   L   K,G   U   T   Z,M   E   C   H,yes,no,no,no,no,yes
15,1,12,ec,2,negative,N   U   G   Z,maske_1.bmp,maske_2.bmp,3300.bmp,0.092,N   U   G   Z,C   L   E   M,T   N   U   D,C   L   E   K,no,no,yes,no,no,yes
15,1,13,ec,1,positive,H   E   L   K,maske_2.bmp,maske_1.bmp,1710.bmp,0.092,Z   U   N   G,C   L   E   M,H   E   L   K,N   U   G   Z,no,no,no,yes,yes,no
15,1,14,ec,4,negative,Z   U   N   G,maske_1.bmp,maske_2.bmp,8485.bmp,0.092,K   E   H   M,Z   U   N   G,Z   U   D   T,M   E   H   K,no,yes,no,no,no,yes
15,1,15,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,2550.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,no,yes,no,no,yes,no
15,1,16,ec,3,negative,Z   U   D   T,maske_1.bmp,maske_2.bmp,2141.bmp,0.092,Z   U   D   T,C   L   E   M,D   U   G   T,M   E   H   K,no,yes,no,no,no,yes
15,1,17,ec,5,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,9830.bmp,0.092,N   U   G   Z,G   U   T   Z,K   E   C   H,C   H   E   K,no,yes,no,no,no,yes
15,1,18,ec,8,negative,G   U   N   T,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.092,C   L   E   K,K   E   H   M,G   U   N   D,G   U   N   T,no,yes,no,no,no,yes
15,1,19,ec,5,positive,M   E   C   H,maske_1.bmp,maske_2.bmp,5594.bmp,0.092,K   E   C   H,G   U   N   T,G   U   N   D,M   E   C   H,no,no,no,yes,yes,no
15,1,20,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,8170.bmp,0.5,F   R   I   B,P   Y   W   S,V   A   S   P,J   O   R   F,no,no,no,yes,yes,no
15,2,1,ec,1,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,9007.bmp,0.092,C   H   E   K,T   N   U   D,D   U   G   T,C   L   E   M,no,no,yes,no,no,yes
