subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4,VF_pos,VF_neg
43,1,1,ec,3,negative,S   W   A   P,maske_2.bmp,maske_1.bmp,2141.bmp,0.076,S   W   A   P,S   P   A   W,F   O   R   B,B   L   O   F,yes,no,no,no,no,yes
43,1,2,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9006.bmp,0.5,T   E   H   V,G   M   U   X,K   I   G   M,H   Y   V   Z,no,yes,no,no,no,yes
43,1,3,ec,5,positive,J   O   L   F,maske_1.bmp,maske_2.bmp,4606.bmp,0.076,J   O   L   F,W   A   N   S,S   P   A   D,B   R   O   F,no,yes,no,no,yes,no
43,1,4,ec,6,negative,D   A   P   S,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.076,W   A   N   S,B   O   L   F,B   R   O   F,D   A   P   S,no,no,yes,no,no,yes
43,1,5,ec,4,positive,L   O   B   F,maske_2.bmp,maske_1.bmp,8540.bmp,0.076,B   O   L   F,S   W   A   P,L   O   B   F,D   A   N   S,no,no,no,yes,no,yes
43,1,6,ec,5,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,9432.bmp,0.076,S   N   A   D,P   A   N   S,F   R   O   B,J   O   L   F,yes,no,no,no,yes,no
43,1,7,ec,6,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,2071.bmp,0.076,D   A   P   S,B   R   O   F,J   O   L   F,S   P   A   D,no,no,no,yes,yes,no
43,1,8,ec,7,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,5994.bmp,0.076,S   P   A   W,S   N   A   D,F   R   O   B,B   L   O   F,no,yes,no,no,yes,no
43,1,9,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,7502.bmp,0.5,T   E   H   V,G   M   U   X,K   I   G   M,H   Y   V   Z,yes,no,no,no,yes,no
43,1,10,ec,1,negative,P   A   N   S,maske_2.bmp,maske_1.bmp,9500.bmp,0.076,F   O   R   B,P   A   N   S,D   A   P   S,F   L   O   R,no,yes,no,no,no,yes
43,1,11,ec,2,positive,F   O   R   B,maske_2.bmp,maske_1.bmp,8190.bmp,0.076,F   O   R   B,P   A   N   S,F   L   O   R,D   A   P   S,no,yes,no,no,yes,no
43,1,12,ec,3,positive,B   O   L   F,maske_2.bmp,maske_1.bmp,5831.bmp,0.076,F   R   O   B,S   W   A   P,B   O   L   F,D   A   N   S,no,no,no,yes,yes,no
43,1,13,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,2311.bmp,0.5,H   Y   V   Z,G   M   U   X,T   E   H   V,K   I   G   M,yes,no,no,no,yes,no
43,1,14,ec,8,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,2276.bmp,0.076,B   R   O   F,S   P   A   D,B   L   O   F,W   A   N   S,no,yes,no,no,no,yes
43,1,15,ec,2,negative,D   A   N   S,maske_2.bmp,maske_1.bmp,9920.bmp,0.076,F   R   O   B,B   O   L   F,D   A   N   S,S   W   A   P,no,yes,no,no,no,yes
43,1,16,ec,1,positive,B   L   O   F,maske_1.bmp,maske_2.bmp,8501.bmp,0.076,W   A   N   S,B   L   O   F,S   P   A   W,L   O   B   F,no,no,yes,no,yes,no
43,1,17,ec,7,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,6530.bmp,0.076,D   A   N   S,J   O   L   F,S   P   A   W,L   O   B   F,no,no,no,yes,no,yes
43,1,18,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,9220.bmp,0.5,G   M   U   X,T   E   H   V,H   Y   V   Z,K   I   G   M,no,no,no,yes,no,yes
43,1,19,ec,8,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,2550.bmp,0.076,S   N   A   D,F   L   O   R,F   O   R   B,P   A   N   S,no,yes,no,no,yes,no
43,1,20,ec,4,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,3550.bmp,0.076,S   N   A   D,F   L   O   R,L   O   B   F,S   P   A   D,no,no,no,yes,no,yes
43,2,1,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,9561.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,no,yes,no,no,yes
43,2,2,ec,7,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,1463.bmp,0.076,P   A   N   S,D   A   N   S,J   O   L   F,F   R   O   B,no,no,no,yes,yes,no
43,2,3,ec,6,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,9520.bmp,0.076,J   O   L   F,D   A   P   S,P   A   N   S,F   O   R   B,no,no,yes,no,no,yes
43,2,4,ec,3,negative,S   W   A   P,maske_1.bmp,maske_2.bmp,9102.bmp,0.076,B   L   O   F,S   W   A   P,F   L   O   R,S   P   A   W,no,yes,no,no,no,yes
43,2,5,ec,2,positive,F   O   R   B,maske_1.bmp,maske_2.bmp,8501.bmp,0.076,F   L   O   R,F   O   R   B,S   W   A   P,S   P   A   W,no,yes,no,no,yes,no
