subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
94,1,1,ec,3,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,9560.bmp,0.06,no,yes,no,no,no,no,no,no,yes,yes,no
94,1,2,ec,6,positive,Z   U   D   T,maske_1.bmp,maske_2.bmp,1710.bmp,0.06,no,yes,no,no,no,no,no,no,yes,yes,no
94,1,3,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9430.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
94,1,4,ec,7,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,4220.bmp,0.06,no,yes,no,no,no,no,no,no,yes,no,yes
94,1,5,ec,4,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,6530.bmp,0.06,no,yes,no,no,no,no,no,no,yes,yes,no
94,1,6,ec,5,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,2208.bmp,0.06,no,yes,no,no,no,no,no,no,yes,yes,no
94,1,7,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,9400.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
94,1,8,ec,6,negative,L   E   M   K,maske_1.bmp,maske_2.bmp,9102.bmp,0.06,no,yes,no,no,no,no,no,no,yes,no,yes
94,1,9,ec,3,positive,T   U   N   G,maske_2.bmp,maske_1.bmp,2040.bmp,0.06,no,yes,no,no,no,no,no,no,yes,no,yes
94,1,10,ec,7,negative,M   E   H   K,maske_1.bmp,maske_2.bmp,9006.bmp,0.06,no,yes,no,no,no,no,no,no,yes,no,yes
94,1,11,ec,4,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,2160.bmp,0.06,no,no,yes,no,no,no,no,no,yes,no,yes
94,1,12,ec,1,positive,Z   U   N   D,maske_2.bmp,maske_1.bmp,8170.bmp,0.06,no,no,yes,no,no,no,no,no,yes,yes,no
94,1,13,ec,1,negative,C   H   E   K,maske_2.bmp,maske_1.bmp,3300.bmp,0.06,no,no,yes,no,no,no,no,no,yes,no,yes
94,1,14,ec,5,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.06,no,no,yes,no,no,no,no,no,yes,yes,no
94,1,15,ec,8,negative,C   L   E   K,maske_1.bmp,maske_2.bmp,9421.bmp,0.06,no,no,yes,no,no,no,no,no,yes,no,yes
94,1,16,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,1463.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
94,1,17,ec,2,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,9220.bmp,0.06,no,no,yes,no,no,no,no,no,yes,no,yes
94,1,18,ec,2,positive,D   N   U   G,maske_2.bmp,maske_1.bmp,2050.bmp,0.06,no,yes,no,no,no,no,no,no,yes,no,yes
94,1,19,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,2057.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
94,1,20,ec,8,positive,T   U   G   Z,maske_2.bmp,maske_1.bmp,8080.bmp,0.06,no,yes,no,no,no,no,no,no,yes,yes,no
94,2,1,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,2276.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
94,2,2,ec,5,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,2080.bmp,0.064,no,no,yes,no,no,no,no,no,yes,no,yes
94,2,3,ec,1,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,8470.bmp,0.064,no,no,yes,no,no,no,no,no,yes,yes,no
94,2,4,ec,3,negative,H   E   M   K,maske_1.bmp,maske_2.bmp,3160.bmp,0.064,no,yes,no,no,no,no,no,no,yes,no,yes
94,2,5,ec,6,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,2791.bmp,0.064,no,no,yes,no,no,no,no,no,yes,yes,no
94,2,6,ec,2,positive,D   N   U   G,maske_1.bmp,maske_2.bmp,8496.bmp,0.064,no,no,yes,no,no,no,no,no,yes,yes,no
94,2,7,ec_control,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9561.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
94,2,8,ec,7,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,1650.bmp,0.064,no,no,yes,no,no,no,no,no,yes,yes,no
94,2,9,ec,7,negative,M   E   H   K,maske_2.bmp,maske_1.bmp,9435.bmp,0.064,no,no,no,no,yes,no,no,no,yes,no,yes
94,2,10,ec,5,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,3220.bmp,0.064,no,no,yes,no,no,no,no,no,yes,no,yes
94,2,11,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,8420.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
94,2,12,ec,8,positive,T   U   G   Z,maske_1.bmp,maske_2.bmp,5994.bmp,0.064,no,no,yes,no,no,no,no,no,yes,no,yes
94,2,13,ec,4,negative,C   E   L   M,maske_1.bmp,maske_2.bmp,9280.bmp,0.064,no,yes,no,no,no,no,no,no,yes,no,yes
94,2,14,ec,8,negative,C   L   E   K,maske_2.bmp,maske_1.bmp,6555.bmp,0.064,no,yes,no,no,no,no,no,no,yes,no,yes
94,2,15,ec,6,negative,L   E   M   K,maske_2.bmp,maske_1.bmp,2710.bmp,0.064,no,yes,no,no,no,no,no,no,yes,no,yes
94,2,16,ec,4,positive,G   U   N   T,maske_1.bmp,maske_2.bmp,8501.bmp,0.064,no,yes,no,no,no,no,no,no,yes,yes,no
