subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
36,1,1,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,3220.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
36,1,2,ec,6,negative,W   A   P   S,maske_2.bmp,maske_1.bmp,9182.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
36,1,3,ec,8,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,9280.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
36,1,4,ec,1,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,6831.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
36,1,5,ec,3,positive,F   O   R   B,maske_1.bmp,maske_2.bmp,4622.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
36,1,6,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,9342.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
36,1,7,ec,1,positive,L   O   R   B,maske_2.bmp,maske_1.bmp,4606.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
36,1,8,ec,6,positive,L   O   B   F,maske_2.bmp,maske_1.bmp,2340.bmp,0.098,no,no,no,no,yes,no,no,no,yes,yes,no
36,1,9,ec,8,positive,B   L   O   F,maske_1.bmp,maske_2.bmp,7502.bmp,0.098,no,no,no,yes,no,no,no,no,yes,yes,no
36,1,10,ec,3,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,9265.bmp,0.098,no,no,no,yes,no,no,no,no,yes,no,yes
36,1,11,ec,5,negative,N   A   P   S,maske_1.bmp,maske_2.bmp,9520.bmp,0.098,no,no,no,yes,no,no,no,no,yes,no,yes
36,1,12,ec,5,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,2071.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
36,1,13,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,2660.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
36,1,14,ec,2,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,9421.bmp,0.098,no,no,no,no,no,yes,no,no,yes,no,yes
36,1,15,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,2057.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
36,1,16,ec,4,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,5594.bmp,0.098,no,no,no,no,no,yes,no,no,yes,yes,no
36,1,17,ec,7,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9000.bmp,0.098,no,no,no,no,yes,no,no,no,yes,no,yes
36,1,18,ec,7,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,8370.bmp,0.098,no,no,no,no,yes,no,no,no,yes,yes,no
36,1,19,ec,4,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,9435.bmp,0.098,no,no,no,yes,no,no,no,no,yes,no,yes
36,1,20,ec,2,positive,F   R   O   L,maske_2.bmp,maske_1.bmp,1999.bmp,0.098,no,no,yes,no,no,no,no,no,yes,yes,no
36,2,1,ec,6,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,8496.bmp,0.094,no,no,yes,no,no,no,no,no,yes,yes,no
36,2,2,ec,5,negative,N   A   P   S,maske_2.bmp,maske_1.bmp,9432.bmp,0.094,no,no,no,no,yes,no,no,no,yes,yes,no
36,2,3,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,9560.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
36,2,4,ec,8,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,8190.bmp,0.094,no,no,no,no,yes,no,no,no,yes,yes,no
36,2,5,ec,5,positive,J   O   L   F,maske_1.bmp,maske_2.bmp,2160.bmp,0.094,no,no,yes,no,no,no,no,no,yes,yes,no
36,2,6,ec,1,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,9050.bmp,0.094,no,no,no,yes,no,no,no,no,yes,no,yes
36,2,7,ec,8,negative,P   A   N   S,maske_2.bmp,maske_1.bmp,7380.bmp,0.094,no,no,no,yes,no,no,no,no,yes,no,yes
36,2,8,ec,7,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,1525.bmp,0.094,no,yes,no,no,no,no,no,no,yes,no,yes
36,2,9,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,2050.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
36,2,10,ec,3,positive,F   O   R   B,maske_2.bmp,maske_1.bmp,8330.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
36,2,11,ec,3,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,9180.bmp,0.094,no,yes,no,no,no,no,no,no,yes,no,yes
36,2,12,ec,2,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,7350.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
36,2,13,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,2710.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
36,2,14,ec,6,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,9500.bmp,0.094,no,no,no,no,yes,no,no,no,yes,no,yes
36,2,15,ec,1,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,7580.bmp,0.094,no,no,no,yes,no,no,no,no,yes,yes,no
36,2,16,ec,4,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,9330.bmp,0.094,no,no,no,no,yes,no,no,no,yes,no,yes
36,2,17,ec,7,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,8200.bmp,0.094,no,yes,no,no,no,no,no,no,yes,yes,no
36,2,18,ec,2,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,6530.bmp,0.094,no,no,no,yes,no,no,no,no,yes,no,yes
36,2,19,ec_control,2,positive,K   I   G   M,maske_2.bmp,maske_1.bmp,2091.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
