subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
79,1,1,ec,3,positive,C   E   L   K,maske_1.bmp,maske_2.bmp,8420.bmp,0.068,yes,no,no,no,no,no,no,no,yes,yes,no
79,1,2,ec,7,positive,K   E   L   M,maske_1.bmp,maske_2.bmp,2091.bmp,0.068,yes,no,no,no,no,no,no,no,yes,yes,no
79,1,3,ec,6,negative,T   N   U   D,maske_2.bmp,maske_1.bmp,9421.bmp,0.068,yes,no,no,no,no,no,no,no,yes,no,yes
79,1,4,ec,8,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,9430.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
79,1,5,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,6242.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
79,1,6,ec,3,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,9920.bmp,0.068,no,no,no,no,yes,no,no,no,yes,no,yes
79,1,7,ec,5,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,7580.bmp,0.068,no,no,no,yes,no,no,no,no,yes,yes,no
79,1,8,ec,2,positive,C   H   E   L,maske_1.bmp,maske_2.bmp,5910.bmp,0.068,no,no,no,yes,no,no,no,no,yes,yes,no
79,1,9,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,7502.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
79,1,10,ec,5,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
79,1,11,ec,8,positive,K   L   E   M,maske_1.bmp,maske_2.bmp,1463.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
79,1,12,ec,4,negative,T   U   G   Z,maske_1.bmp,maske_2.bmp,9330.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
79,1,13,ec,1,positive,K   L   E   H,maske_1.bmp,maske_2.bmp,2071.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
79,1,14,ec,7,negative,Z   U   N   G,maske_1.bmp,maske_2.bmp,9500.bmp,0.068,yes,no,no,no,no,no,no,no,yes,no,yes
79,1,15,ec,6,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,2058.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
79,1,16,ec,4,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,1710.bmp,0.068,no,yes,no,no,no,no,no,no,yes,yes,no
79,1,17,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,8330.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
79,1,18,ec,1,negative,G   U   T   Z,maske_2.bmp,maske_1.bmp,8485.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
79,1,19,ec,2,negative,D   U   T   Z,maske_1.bmp,maske_2.bmp,9102.bmp,0.068,no,yes,no,no,no,no,no,no,yes,no,yes
79,1,20,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9182.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
79,2,1,ec,2,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,2750.bmp,0.072,no,no,no,yes,no,no,no,no,yes,no,yes
79,2,2,ec,4,negative,T   U   G   Z,maske_2.bmp,maske_1.bmp,2276.bmp,0.072,no,no,no,yes,no,no,no,no,yes,no,yes
79,2,3,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,4622.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
79,2,4,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,3300.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
79,2,5,ec,1,negative,G   U   T   Z,maske_1.bmp,maske_2.bmp,7380.bmp,0.072,no,yes,no,no,no,no,no,no,yes,no,yes
79,2,6,ec,2,positive,C   H   E   L,maske_2.bmp,maske_1.bmp,8080.bmp,0.072,yes,no,no,no,no,no,no,no,yes,yes,no
79,2,7,ec,4,positive,M   E   H   K,maske_2.bmp,maske_1.bmp,7230.bmp,0.072,no,yes,no,no,no,no,no,no,yes,yes,no
79,2,8,ec,5,positive,C   E   L   M,maske_2.bmp,maske_1.bmp,8200.bmp,0.072,no,yes,no,no,no,no,no,no,yes,yes,no
79,2,9,ec,8,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,9435.bmp,0.072,no,yes,no,no,no,no,no,no,yes,no,yes
79,2,10,ec,3,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,3160.bmp,0.072,no,yes,no,no,no,no,no,no,yes,no,yes
79,2,11,ec,6,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,1525.bmp,0.072,no,yes,no,no,no,no,no,no,yes,no,yes
79,2,12,ec,5,negative,D   U   N   T,maske_2.bmp,maske_1.bmp,9400.bmp,0.072,no,no,yes,no,no,no,no,no,yes,no,yes
79,2,13,ec,3,positive,C   E   L   K,maske_2.bmp,maske_1.bmp,2040.bmp,0.072,no,no,yes,no,no,no,no,no,yes,yes,no
79,2,14,ec,1,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.072,no,no,yes,no,no,no,no,no,yes,yes,no
79,2,15,ec,7,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,6555.bmp,0.072,no,no,yes,no,no,no,no,no,yes,no,yes
79,2,16,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9331.bmp,0.5,no,no,yes,no,no,no,no,no,yes,no,yes
79,2,17,ec,7,positive,K   E   L   M,maske_2.bmp,maske_1.bmp,5594.bmp,0.072,no,no,yes,no,no,no,no,no,yes,yes,no
79,2,18,ec,8,positive,K   L   E   M,maske_2.bmp,maske_1.bmp,2080.bmp,0.072,no,no,yes,no,no,no,no,no,yes,yes,no
79,2,19,ec,6,positive,C   H   E   K,maske_1.bmp,maske_2.bmp,8540.bmp,0.072,no,no,no,no,yes,no,no,no,yes,yes,no
