subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3,VF_pos,VF_neg
60,1,1,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,7230.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
60,1,2,ec,1,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,9520.bmp,0.11,no,no,no,yes,no,no,no,no,yes,no,yes
60,1,3,ec,6,positive,B   O   R   F,maske_2.bmp,maske_1.bmp,8496.bmp,0.11,no,no,no,yes,no,no,no,no,yes,yes,no
60,1,4,ec,2,positive,B   R   O   F,maske_1.bmp,maske_2.bmp,5629.bmp,0.11,no,no,no,yes,no,no,no,no,yes,yes,no
60,1,5,ec,3,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,6838.bmp,0.11,no,no,no,yes,no,no,no,no,yes,no,yes
60,1,6,ec,2,negative,W   A   D   S,maske_2.bmp,maske_1.bmp,9102.bmp,0.11,no,no,no,yes,no,no,no,no,yes,no,yes
60,1,7,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,1650.bmp,0.5,no,no,no,no,no,yes,no,no,yes,yes,no
60,1,8,ec,7,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,2057.bmp,0.11,no,no,yes,no,no,no,no,no,yes,yes,no
60,1,9,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,9630.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
60,1,10,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,8485.bmp,0.5,no,no,no,no,no,yes,no,no,yes,no,yes
60,1,11,ec,8,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,2750.bmp,0.11,no,no,no,no,yes,no,no,no,yes,no,yes
60,1,12,ec,8,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,5460.bmp,0.11,no,no,no,no,yes,no,no,no,yes,yes,no
60,1,13,ec,1,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,5994.bmp,0.11,no,no,no,no,yes,no,no,no,yes,yes,no
60,1,14,ec,4,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,6020.bmp,0.11,no,no,no,no,yes,no,no,no,yes,no,yes
60,1,15,ec,3,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,1999.bmp,0.11,no,no,no,no,yes,no,no,no,yes,yes,no
60,1,16,ec,4,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,7580.bmp,0.11,no,no,no,yes,no,no,no,no,yes,yes,no
60,1,17,ec,5,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,8330.bmp,0.11,no,no,no,yes,no,no,no,no,yes,yes,no
60,1,18,ec,6,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,2053.bmp,0.11,no,no,no,yes,no,no,no,no,yes,no,yes
